Iter,veh_driving_time
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,308
1,333
1,292
1,292
1,292
1,292
1,333
1,292
1,292
1,333
1,292
1,333
1,292
1,292
1,292
1,292
1,333
1,292
1,308
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,333
1,292
1,292
1,350
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,292
1,350
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,350
1,292
1,292
1,292
1,333
1,292
1,308
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,292
1,292
1,292
1,333
1,292
1,333
1,292
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,333
1,292
1,308
1,292
1,292
1,292
1,292
1,308
1,333
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,292
1,333
1,292
1,333
1,308
1,292
1,292
1,292
1,333
1,292
1,292
1,333
1,292
1,292
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,333
1,292
1,308
1,292
1,292
1,308
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,333
1,292
1,333
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,333
1,308
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,308
1,292
1,292
1,292
1,333
1,292
1,292
1,308
1,292
1,333
1,292
1,308
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,333
1,292
1,292
1,292
1,308
1,292
1,292
1,333
1,292
1,308
1,292
1,333
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,308
1,292
1,333
1,292
1,292
1,292
