Iter,veh_driving_time
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
