link_no,name,LRP_Start,Offset_Start,Chainage_Start,LRP_End,Offset_End,Chainage_End,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),road_name,lon_start,lat_start,lon_end,lat_end,lon_mid,lat_mid,mid_geometry,geometry
N5-22,Ullahpara (Int.with Z5046)-Bhutgacha (Z5403),LRP152,1038,154.118,LRP154,1711,156.381,2.263,52.0,1297.0,930.0,425.0,322.0,192.0,64.0,122.0,2039.0,1440.0,459.0,919.0,0.0,6883.0,1378.0,8261.0,8261.0,N5,89.5635833,24.3154722,89.5626944,24.3298049,89.56313885,24.32263855,POINT (89.56313885 24.32263855),"LINESTRING (89.5635833 24.3154722, 89.5626944 24.3298049)"
N5-23,"Bhutgacha (Int.with Z5403)-Hatikamrul  (Int.with N405, N507)",LRP154,1711,156.381,LRP164,670,165.31,8.929,52.0,1297.0,930.0,425.0,322.0,192.0,64.0,122.0,2039.0,1440.0,459.0,919.0,0.0,6883.0,1378.0,8261.0,8261.0,N5,89.5626944,24.3298049,89.5508611,24.4136389,89.55677775000001,24.371721899999997,POINT (89.55677775000001 24.371721899999997),"LINESTRING (89.5626944 24.3298049, 89.5508611 24.4136389)"
N5-24,"Hatikamrul (Int.with N405, N507) l-Bhuyangati  Z5041",LRP164,670,165.31,LRP174,802,175.452,10.142,52.0,1297.0,930.0,425.0,322.0,192.0,64.0,122.0,2039.0,1440.0,459.0,919.0,0.0,6883.0,1378.0,8261.0,8261.0,N5,89.5508611,24.4136389,89.5122778,24.4892219,89.53156945,24.4514304,POINT (89.53156945 24.4514304),"LINESTRING (89.5508611 24.4136389, 89.5122778 24.4892219)"
N5-25,"Bhuyangati Z5041 -Chandaikona, Z5042",LRP174,802,175.452,LRP178,1930,180.58,5.128,52.0,1297.0,930.0,425.0,322.0,192.0,64.0,122.0,2039.0,1440.0,459.0,919.0,0.0,6883.0,1378.0,8261.0,8261.0,N5,89.5122778,24.4892219,89.51175,24.5225271,89.5120139,24.5058745,POINT (89.5120139 24.5058745),"LINESTRING (89.5122778 24.4892219, 89.51175 24.5225271)"
N5-26,"Chandaikona, Z5042-Sherpur (Int.with Z5049)",LRP178,1930,180.58,LRP192,960,193.58,13.000,52.0,1297.0,930.0,425.0,322.0,192.0,64.0,122.0,2039.0,1440.0,459.0,919.0,0.0,6883.0,1378.0,8261.0,8261.0,N5,89.51175,24.5225271,89.4399997,24.617416,89.47587485,24.569971549999998,POINT (89.47587485 24.569971549999998),"LINESTRING (89.51175 24.5225271, 89.4399997 24.617416)"
N5-27,Sherpur (Int.with Z5049)-Sherpur (Int.with Z5401),LRP192,960,193.58,LRP197,500,198.14,4.560,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.4399997,24.617416,89.4226104,24.6588611,89.43130504999999,24.63813855,POINT (89.43130504999999 24.63813855),"LINESTRING (89.4399997 24.617416, 89.4226104 24.6588611)"
N5-28,Sherpur (Int.with Z5401)-Sherpur (Int.with Z5034),LRP197,500,198.14,LRP198,304,198.944,0.804,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.4226104,24.6588611,89.4182216,24.6668882,89.42041599999999,24.66287465,POINT (89.42041599999999 24.66287465),"LINESTRING (89.4226104 24.6588611, 89.4182216 24.6668882)"
N5-29,"Sherpur (Int.with Z5034) -Int.with N515,Sultanganj",LRP198,304,198.944,LRP214,330,214.98,16.036,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.4182216,24.6668882,89.3854163,24.8031111,89.40181895,24.73499965,POINT (89.40181895 24.73499965),"LINESTRING (89.4182216 24.6668882, 89.3854163 24.8031111)"
N5-30,"Int.with N515,Sultanganj -Banani (Bogra)Z5040",LRP214,330,214.98,LRP214,660,215.31,0.330,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.3854163,24.8031111,89.3854163,24.8031111,89.3854163,24.8031111,POINT (89.3854163 24.8031111),"LINESTRING (89.3854163 24.8031111, 89.3854163 24.8031111)"
N5-31,Banani (Bogra) )Z5040 -Int. with N514,LRP214,660,215.31,LRP215,500,216.1,0.790,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.3854163,24.8031111,89.3810827,24.8106944,89.3832495,24.80690275,POINT (89.3832495 24.80690275),"LINESTRING (89.3854163 24.8031111, 89.3810827 24.8106944)"
N5-32,Int. with N514-Bogra Station Rd.  (N502),LRP215,500,216.1,LRP215,2432,218.032,1.932,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.3810827,24.8106944,89.3810827,24.8106944,89.3810827,24.8106944,POINT (89.3810827 24.8106944),"LINESTRING (89.3810827 24.8106944, 89.3810827 24.8106944)"
N5-33,Bogra Station Rd.  (N502)-Int. with N510,LRP215,2432,218.032,LRP215,5292,220.892,2.860,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.3810827,24.8106944,89.3810827,24.8106944,89.3810827,24.8106944,POINT (89.3810827 24.8106944),"LINESTRING (89.3810827 24.8106944, 89.3810827 24.8106944)"
N5-34,Int. with N510-Int.with R545,LRP215,5292,220.892,LRP215,7150,222.75,1.858,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.3810827,24.8106944,89.3810827,24.8106944,89.3810827,24.8106944,POINT (89.3810827 24.8106944),"LINESTRING (89.3810827 24.8106944, 89.3810827 24.8106944)"
N5-35,Int.with R545-Jhapgari (Bogra) Z5039,LRP215,7150,222.75,LRP224,651,225.251,2.501,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.3810827,24.8106944,89.3519722,24.8748882,89.36652745,24.842791300000002,POINT (89.36652745 24.842791300000002),"LINESTRING (89.3810827 24.8106944, 89.3519722 24.8748882)"
N5-36,Jhapgari (Bogra)Z5039-Matidali (bogra)  N514,LRP224,651,225.251,LRP224,1850,226.45,1.199,48.0,3375.0,1430.0,1591.0,489.0,460.0,390.0,589.0,2590.0,1210.0,518.0,430.0,0.0,12172.0,948.0,13120.0,13120.0,N5,89.3519722,24.8748882,89.3519722,24.8748882,89.3519722,24.8748882,POINT (89.3519722 24.8748882),"LINESTRING (89.3519722 24.8748882, 89.3519722 24.8748882)"
N5-38,Mohasthangar Z5505-Chowkirghat  Z5072,LRP232,940,233.53,LRP234,4873,239.463,5.933,228.0,2346.0,566.0,1075.0,315.0,357.0,132.0,124.0,748.0,658.0,241.0,274.0,0.0,6549.0,515.0,7064.0,7064.0,N5,89.3464719,24.9421663,89.3556389,24.9576667,89.3510554,24.9499165,POINT (89.3510554 24.9499165),"LINESTRING (89.3464719 24.9421663, 89.3556389 24.9576667)"
N5-39,Chowkirghat Z5072-Mokamtala (Int.with Z5035),LRP234,4873,239.463,LRP240,655,241.245,1.782,228.0,2346.0,566.0,1075.0,315.0,357.0,132.0,124.0,748.0,658.0,241.0,274.0,0.0,6549.0,515.0,7064.0,7064.0,N5,89.3556389,24.9576667,89.3698882,25.0071389,89.36276355000001,24.982402800000003,POINT (89.36276355000001 24.982402800000003),"LINESTRING (89.3556389 24.9576667, 89.3698882 25.0071389)"
N5-40,Mokamtala (Int.with Z5035)-Mokamtala (Int.with R550),LRP240,655,241.245,LRP240,1100,241.69,0.445,228.0,2346.0,566.0,1075.0,315.0,357.0,132.0,124.0,748.0,658.0,241.0,274.0,0.0,6549.0,515.0,7064.0,7064.0,N5,89.3698882,25.0071389,89.3698882,25.0071389,89.3698882,25.0071389,POINT (89.3698882 25.0071389),"LINESTRING (89.3698882 25.0071389, 89.3698882 25.0071389)"
N5-41,Mokamtala (Int.with R550)-Kashipur (Mokamtala) Z5507,LRP240,1100,241.69,LRP240,1890,242.48,0.790,228.0,2346.0,566.0,1075.0,315.0,357.0,132.0,124.0,748.0,658.0,241.0,274.0,0.0,6549.0,515.0,7064.0,7064.0,N5,89.3698882,25.0071389,89.3698882,25.0071389,89.3698882,25.0071389,POINT (89.3698882 25.0071389),"LINESTRING (89.3698882 25.0071389, 89.3698882 25.0071389)"
N5-42,"Kashipur (Mokamtala) Z5507-Gobindaganj,  R585",LRP240,1890,242.48,LRP252,2675,255.265,12.785,228.0,2346.0,566.0,1075.0,315.0,357.0,132.0,124.0,748.0,658.0,241.0,274.0,0.0,6549.0,515.0,7064.0,7064.0,N5,89.3698882,25.0071389,89.384333,25.1127778,89.37711060000001,25.059958350000002,POINT (89.37711060000001 25.059958350000002),"LINESTRING (89.3698882 25.0071389, 89.384333 25.1127778)"
N5-43,"Gobindaganj, R585 -Nakaihat, Z5554",LRP252,2675,255.265,LRP256,330,256.92,1.655,228.0,2346.0,566.0,1075.0,315.0,357.0,132.0,124.0,748.0,658.0,241.0,274.0,0.0,6549.0,515.0,7064.0,7064.0,N5,89.384333,25.1127778,89.3888608,25.1481663,89.3865969,25.13047205,POINT (89.3865969 25.13047205),"LINESTRING (89.384333 25.1127778, 89.3888608 25.1481663)"
N5-44,"Nakaihat, Z5554 -Palashbari  R555",LRP256,330,256.92,LRP270,1666,272.271,15.351,228.0,2346.0,566.0,1075.0,315.0,357.0,132.0,124.0,748.0,658.0,241.0,274.0,0.0,6549.0,515.0,7064.0,7064.0,N5,89.3888608,25.1481663,89.3586667,25.2670271,89.37376375,25.2075967,POINT (89.37376375 25.2075967),"LINESTRING (89.3888608 25.1481663, 89.3586667 25.2670271)"
N5-45,"Palashbari, R555  -Pirganj (Int.with Z5075)",LRP270,1666,272.271,LRP282,5796,288.411,16.140,83.0,1402.0,550.0,689.0,346.0,228.0,92.0,167.0,409.0,954.0,526.0,670.0,0.0,4920.0,1196.0,6116.0,6116.0,N5,89.3586667,25.2670271,89.3302216,25.3683604,89.34444415,25.31769375,POINT (89.34444415 25.31769375),"LINESTRING (89.3586667 25.2670271, 89.3302216 25.3683604)"
N5-46,Pirganj (Int.with Z5075)-Pirganj (Int.with Z5074),LRP282,5796,288.411,LRP288,941,289.556,1.145,83.0,1402.0,550.0,689.0,346.0,228.0,92.0,167.0,409.0,954.0,526.0,670.0,0.0,4920.0,1196.0,6116.0,6116.0,N5,89.3302216,25.3683604,89.3148333,25.418916,89.32252745,25.393638199999998,POINT (89.32252745 25.393638199999998),"LINESTRING (89.3302216 25.3683604, 89.3148333 25.418916)"
N5-47,"Pirganj (Int.with Z5074) -Mithapukur , R556",LRP288,941,289.556,LRP306,580,307.195,17.639,74.0,2022.0,694.0,1479.0,342.0,334.0,33.0,211.0,1298.0,2127.0,1195.0,775.0,45.0,8614.0,2015.0,10629.0,10629.0,N5,89.3148333,25.418916,89.2744993,25.5751382,89.2946663,25.4970271,POINT (89.2946663 25.4970271),"LINESTRING (89.3148333 25.418916, 89.2744993 25.5751382)"
N5-48,"Mithapukur , R556 -Rangpur Modern More , N517",LRP306,580,307.195,LRP321,230,321.845,14.650,182.0,1254.0,852.0,1209.0,606.0,428.0,125.0,283.0,643.0,1248.0,703.0,662.0,0.0,6830.0,1365.0,8195.0,8195.0,N5,89.2744993,25.5751382,89.2617778,25.7076944,89.26813855,25.641416300000003,POINT (89.26813855 25.641416300000003),"LINESTRING (89.2744993 25.5751382, 89.2617778 25.7076944)"
N5-49,"Rangpur Modern More, N517 -Rangpur Bus Terminal , Z5025",LRP321,230,321.845,LRP323,3445,326.75,4.905,74.0,2022.0,694.0,1479.0,342.0,334.0,33.0,211.0,1298.0,2127.0,1195.0,775.0,45.0,8614.0,2015.0,10629.0,10629.0,N5,89.2617778,25.7076944,89.2477219,25.7148889,89.25474985,25.71129165,POINT (89.25474985 25.71129165),"LINESTRING (89.2617778 25.7076944, 89.2477219 25.7148889)"
N5-50L,"Rangpur Bus Terminal, Z5025 - Medical Mor, int with N517 (Left)",LRP323,3445,326.75,LRP323,5970,329.275,2.525,182.0,1254.0,852.0,1209.0,606.0,428.0,125.0,283.0,643.0,1248.0,703.0,662.0,0.0,6830.0,1365.0,8195.0,8195.0,N5,89.2477219,25.7148889,89.2477219,25.7148889,89.2477219,25.7148889,POINT (89.2477219 25.7148889),"LINESTRING (89.2477219 25.7148889, 89.2477219 25.7148889)"
N5-50R,"Rangpur Bus Terminal, Z5025 - Medical Mor, int with N517 (Right)",LRP323,3445,326.75,LRP323,5970,329.275,2.525,182.0,1254.0,852.0,1209.0,606.0,428.0,125.0,283.0,643.0,1248.0,703.0,662.0,0.0,6830.0,1365.0,8195.0,8195.0,N5,89.2477219,25.7148889,89.2477219,25.7148889,89.2477219,25.7148889,POINT (89.2477219 25.7148889),"LINESTRING (89.2477219 25.7148889, 89.2477219 25.7148889)"
N5-51,"Medical Mor, int with N517-Uttom More (Hazirhat)  Z5020",LRP323,5970,329.275,LRP334,475,335.185,5.910,182.0,1254.0,852.0,1209.0,606.0,428.0,125.0,283.0,643.0,1248.0,703.0,662.0,0.0,6830.0,1365.0,8195.0,8195.0,N5,89.2477219,25.7148889,89.1931941,25.7983052,89.22045800000001,25.75659705,POINT (89.22045800000001 25.75659705),"LINESTRING (89.2477219 25.7148889, 89.1931941 25.7983052)"
N5-52,Uttom More (Hazirhat)Z5020-Int.with R560,LRP334,475,335.185,LRP338,890,339.607,4.422,182.0,1254.0,852.0,1209.0,606.0,428.0,125.0,283.0,643.0,1248.0,703.0,662.0,0.0,6830.0,1365.0,8195.0,8195.0,N5,89.1931941,25.7983052,89.1553889,25.80875,89.17429150000001,25.803527600000002,POINT (89.17429150000001 25.803527600000002),"LINESTRING (89.1931941 25.7983052, 89.1553889 25.80875)"
N5-53,Int.with R560- Taraganj (Int.with Z5015),LRP338,890,339.607,LRP351,2008,353.695,14.088,108.0,574.0,558.0,370.0,290.0,327.0,39.0,228.0,1317.0,1570.0,1468.0,1050.0,0.0,5381.0,2518.0,7899.0,7899.0,N5,89.1553889,25.80875,89.0262771,25.8112222,89.090833,25.8099861,POINT (89.090833 25.8099861),"LINESTRING (89.1553889 25.80875, 89.0262771 25.8112222)"
N5-54,"Taraganj (Int.with Z5015)-Sayedpur , N518",LRP351,2008,353.695,LRP362,920,363.617,9.922,40.0,1237.0,481.0,986.0,268.0,258.0,87.0,220.0,925.0,837.0,535.0,464.0,0.0,5339.0,999.0,6338.0,6338.0,N5,89.0262771,25.8112222,88.9250549,25.7823049,88.975666,25.79676355,POINT (88.975666 25.79676355),"LINESTRING (89.0262771 25.8112222, 88.9250549 25.7823049)"
N5-55,"Sayedpur, N518 - WAPDA More (Int.with R570)",LRP362,920,363.617,LRP367,498,368.325,4.708,108.0,574.0,558.0,370.0,290.0,327.0,39.0,228.0,1317.0,1570.0,1468.0,1050.0,0.0,5381.0,2518.0,7899.0,7899.0,N5,88.9250549,25.7823049,88.8910552,25.8070556,88.90805505,25.79468025,POINT (88.90805505 25.79468025),"LINESTRING (88.9250549 25.7823049, 88.8910552 25.8070556)"
N5-56,WAPDA More (Int.with R570)-Sonapukur (Int.with N518),LRP367,498,368.325,LRP371,88,372.5,4.175,40.0,1237.0,481.0,986.0,268.0,258.0,87.0,220.0,925.0,837.0,535.0,464.0,0.0,5339.0,999.0,6338.0,6338.0,N5,88.8910552,25.8070556,88.8768882,25.773916,88.88397169999999,25.7904858,POINT (88.88397169999999 25.7904858),"LINESTRING (88.8910552 25.8070556, 88.8768882 25.773916)"
N5-57,"Sonapukur (Int.with N518)-Ranirbandar, Z5005",LRP371,88,372.5,LRP379,1360,381.882,9.382,40.0,1237.0,481.0,986.0,268.0,258.0,87.0,220.0,925.0,837.0,535.0,464.0,0.0,5339.0,999.0,6338.0,6338.0,N5,88.8768882,25.773916,88.7979441,25.772416,88.83741615,25.773166,POINT (88.83741615 25.773166),"LINESTRING (88.8768882 25.773916, 88.7979441 25.772416)"
N5-58,"Ranirbandar, Z5005 -Beldanga, N508",LRP379,1360,381.882,LRP391,1980,394.462,12.580,40.0,1237.0,481.0,986.0,268.0,258.0,87.0,220.0,925.0,837.0,535.0,464.0,0.0,5339.0,999.0,6338.0,6338.0,N5,88.7979441,25.772416,88.6931941,25.7536944,88.7455691,25.7630552,POINT (88.7455691 25.7630552),"LINESTRING (88.7979441 25.772416, 88.6931941 25.7536944)"
N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)",LRP391,1980,394.462,LRP403,1940,406.432,11.970,268.0,431.0,264.0,264.0,180.0,102.0,121.0,57.0,332.0,1252.0,968.0,266.0,0.0,3271.0,1234.0,4505.0,4505.0,N5,88.6931941,25.7536944,88.6596944,25.838333,88.67644425,25.7960137,POINT (88.67644425 25.7960137),"LINESTRING (88.6931941 25.7536944, 88.6596944 25.838333)"
N5-60,Birganj (Int.with Z5007) - Birganj (Int.with Z5008),LRP403,1940,406.432,LRP405,640,407.222,0.790,268.0,431.0,264.0,264.0,180.0,102.0,121.0,57.0,332.0,1252.0,968.0,266.0,0.0,3271.0,1234.0,4505.0,4505.0,N5,88.6596944,25.838333,88.6551111,25.8566111,88.65740275,25.84747205,POINT (88.65740275 25.84747205),"LINESTRING (88.6596944 25.838333, 88.6551111 25.8566111)"
N5-61,Birganj (Int.with Z5008)-Thakurgaon  (Int.with R587),LRP405,640,407.222,LRP431,3370,436.057,28.835,268.0,431.0,264.0,264.0,180.0,102.0,121.0,57.0,332.0,1252.0,968.0,266.0,0.0,3271.0,1234.0,4505.0,4505.0,N5,88.6551111,25.8566111,88.4828049,26.0090556,88.56895800000001,25.93283335,POINT (88.56895800000001 25.93283335),"LINESTRING (88.6551111 25.8566111, 88.4828049 26.0090556)"
N5-62,Thakurgaon  (Int.with R587)- Boda  int. with Z5003,LRP431,3370,436.057,LRP453,2125,456.937,20.880,181.0,346.0,418.0,134.0,246.0,120.0,90.0,107.0,1476.0,2341.0,2111.0,2027.0,0.0,5459.0,4138.0,9597.0,9597.0,N5,88.4828049,26.0090556,88.546833,26.1800549,88.51481895,26.09455525,POINT (88.51481895 26.09455525),"LINESTRING (88.4828049 26.0090556, 88.546833 26.1800549)"
N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021),LRP453,2125,456.937,LRP469,70,470.992,14.055,181.0,346.0,418.0,134.0,246.0,120.0,90.0,107.0,1476.0,2341.0,2111.0,2027.0,0.0,5459.0,4138.0,9597.0,9597.0,N5,88.546833,26.1800549,88.5535833,26.3208327,88.55020815,26.2504438,POINT (88.55020815 26.2504438),"LINESTRING (88.546833 26.1800549, 88.5535833 26.3208327)"
N5-64,"Panchgarh Sugar Mill, int. with Z5021-Panchgarh, int. with Z5001",LRP469,70,470.992,LRP469,930,471.852,0.860,181.0,346.0,418.0,134.0,246.0,120.0,90.0,107.0,1476.0,2341.0,2111.0,2027.0,0.0,5459.0,4138.0,9597.0,9597.0,N5,88.5535833,26.3208327,88.5535833,26.3208327,88.5535833,26.3208327,POINT (88.5535833 26.3208327),"LINESTRING (88.5535833 26.3208327, 88.5535833 26.3208327)"
N5-65,Panchgarh  int. with Z5001- Nizbari int. with Z5060,LRP469,930,471.852,LRP493,537,495.369,23.517,265.0,505.0,132.0,38.0,120.0,48.0,23.0,34.0,443.0,493.0,328.0,183.0,0.0,2101.0,511.0,2612.0,2612.0,N5,88.5535833,26.3208327,88.4956386,26.4728604,88.52461095000001,26.39684655,POINT (88.52461095000001 26.39684655),"LINESTRING (88.5535833 26.3208327, 88.4956386 26.4728604)"
N5-66,"Nizbari, int. with Z5060-Banglabanda",LRP493,537,495.369,LRP524,20,526.033,30.664,265.0,505.0,132.0,38.0,120.0,48.0,23.0,34.0,443.0,493.0,328.0,183.0,0.0,2101.0,511.0,2612.0,2612.0,N5,88.4956386,26.4728604,88.41475,26.6331938,88.4551943,26.5530271,POINT (88.4551943 26.5530271),"LINESTRING (88.4956386 26.4728604, 88.41475 26.6331938)"
N506-1,Rangpur (Trimohoni Chattar) Int.with N517-Mahiganj (Int.with Z5010),LRPS,0,0,LRP004,220,3.245,3.245,79.0,587.0,771.0,313.0,336.0,354.0,342.0,285.0,1198.0,1853.0,979.0,732.0,0.0,6118.0,1711.0,7829.0,7829.0,N506,89.2623056,25.7161111,89.2856108,25.7329993,89.27395820000001,25.724555199999998,POINT (89.27395820000001 25.724555199999998),"LINESTRING (89.2623056 25.7161111, 89.2856108 25.7329993)"
N506-2,Mahiganj (Int.with Z5010)-Tista (Int.with Z5611),LRP004,220,3.245,LRP024,70,22.94,19.695,17.0,607.0,771.0,314.0,294.0,354.0,319.0,265.0,1198.0,1853.0,979.0,732.0,0.0,5992.0,1711.0,7703.0,7703.0,N506,89.2856108,25.7329993,89.4466108,25.8058333,89.3661108,25.7694163,POINT (89.3661108 25.7694163),"LINESTRING (89.2856108 25.7329993, 89.4466108 25.8058333)"
N506-3,Tista (Int.with Z5611)-Barabari (Int.with N509),LRP024,70,22.94,LRP033,1027,32.904,9.964,79.0,587.0,771.0,313.0,336.0,354.0,342.0,285.0,1198.0,1853.0,979.0,732.0,0.0,6118.0,1711.0,7829.0,7829.0,N506,89.4466108,25.8058333,89.50124090840407,25.862600660696096,89.47392585420204,25.834216980348046,POINT (89.47392585420204 25.834216980348046),"LINESTRING (89.4466108 25.8058333, 89.50124090840407 25.862600660696096)"
N506-4,Barabari (Int.with N509)-Kurigram,LRP033,1027,32.904,LRPE,0,50.017,17.113,7.0,206.0,205.0,221.0,147.0,125.0,46.0,47.0,531.0,1181.0,1767.0,410.0,3.0,2716.0,2180.0,4896.0,4896.0,N506,89.50124090840407,25.862600660696096,89.643333,25.8130278,89.57228695420204,25.837814230348048,POINT (89.57228695420204 25.837814230348048),"LINESTRING (89.50124090840407 25.862600660696096, 89.643333 25.8130278)"
N603-1,Belpukur (Rajshahi)-Khorkhori Bypass(Int.with Z6010),LRPS,0,0,LRP009,300,9.3,9.300,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N603,88.7263882,24.3663889,88.6528611,24.3979997,88.68962465,24.382194300000002,POINT (88.68962465 24.382194300000002),"LINESTRING (88.7263882 24.3663889, 88.6528611 24.3979997)"
N603-2,Khorkhori Bypass(Int.with Z6010)-Int.with R685,LRP009,300,9.3,LRP012,1700,13.7,4.400,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N603,88.6528611,24.3979997,88.6239716,24.40325,88.63841635,24.40062485,POINT (88.63841635 24.40062485),"LINESTRING (88.6528611 24.3979997, 88.6239716 24.40325)"
N603-3,Int.with R685-Kasiadanga,LRP012,1700,13.7,LRPE,0,21.03,7.330,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N603,88.6239716,24.40325,88.5454163,24.3832216,88.58469395,24.3932358,POINT (88.58469395 24.3932358),"LINESTRING (88.6239716 24.40325, 88.5454163 24.3832216)"
N106-1,Chittagong (Oxygen More)-Hathazari (Int. with R160),LRPS,0,0,LRP010,2084,12.192,12.192,12.0,2672.0,709.0,757.0,741.0,750.0,289.0,1063.0,8817.0,1355.0,234.0,393.0,0.0,17165.0,627.0,17792.0,17792.0,N106,91.8215827,22.3935552,91.8115278,22.4809438,91.81655525,22.4372495,POINT (91.81655525 22.4372495),"LINESTRING (91.8215827 22.3935552, 91.8115278 22.4809438)"
N106-2,Hathazari (Int. with R160)-Gohira(Int.with Z1619),LRP010,2084,12.192,LRP018,1533,19.321,7.129,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,N106,91.8115278,22.4809438,91.8532778,22.5162222,91.8324028,22.498583,POINT (91.8324028 22.498583),"LINESTRING (91.8115278 22.4809438, 91.8532778 22.5162222)"
N106-3,Gohira(Int.with Z1619)-Munshihat (Int.with Z1629),LRP018,1533,19.321,LRP024,828,24.297,4.976,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,N106,91.8532778,22.5162222,91.9025833,22.5343052,91.87793055,22.5252637,POINT (91.87793055 22.5252637),"LINESTRING (91.8532778 22.5162222, 91.9025833 22.5343052)"
N106-4,Munshihat (Int.with Z1629)-Raozan (Int.with Z1012),LRP024,828,24.297,LRP025,820,25.278,0.981,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,N106,91.9025833,22.5343052,91.9116944,22.5350552,91.90713885,22.534680199999997,POINT (91.90713885 22.534680199999997),"LINESTRING (91.9025833 22.5343052, 91.9116944 22.5350552)"
N106-5,Raozan (Int.with Z1012)-Ranirhat (Int.with Z1613),LRP025,820,25.278,LRP039,690,37.25,11.972,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,N106,91.9116944,22.5350552,92.0118611,22.5479441,91.96177775000001,22.54149965,POINT (91.96177775000001 22.54149965),"LINESTRING (91.9116944 22.5350552, 92.0118611 22.5479441)"
N106-6,Ranirhat (Int.with Z1613)-Gabtoli (Int.with Z1617),LRP039,690,37.25,LRP044,296,41.825,4.575,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,N106,92.0118611,22.5479441,92.0435552,22.5758049,92.02770815,22.561874500000002,POINT (92.02770815 22.561874500000002),"LINESTRING (92.0118611 22.5479441, 92.0435552 22.5758049)"
N106-7,Gabtoli (Int.with Z1617)-Ghagra (Int. with R161),LRP044,296,41.825,LRP051,147,48.879,7.054,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,N106,92.0435552,22.5758049,92.0956386,22.6078611,92.0695969,22.591833,POINT (92.0695969 22.591833),"LINESTRING (92.0435552 22.5758049, 92.0956386 22.6078611)"
N106-8,Ghagra (Int. with R161)-Manikchhari(Int. with R162),LRP051,147,48.879,LRP059,566,57.303,8.424,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0,N106,92.0956386,22.6078611,92.1339441,22.6461941,92.11479134999999,22.627027599999998,POINT (92.11479134999999 22.627027599999998),"LINESTRING (92.0956386 22.6078611, 92.1339441 22.6461941)"
N106-9,Manikchhari(Int. with R162)-Rangamati,LRP059,566,57.303,LRPE,0,66.85,9.547,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0,N106,92.1339441,22.6461941,92.2018333,22.6485274,92.16788869999999,22.647360749999997,POINT (92.16788869999999 22.647360749999997),"LINESTRING (92.1339441 22.6461941, 92.2018333 22.6485274)"
