road,id,model_type,condition,name,lat,lon,length
N1,1000303,bridge,A,PAKKA MATA BOX CULVERT,22.38524588272,91.76250565776,3.0
N1,1000304,link,NaN,link_LRP232,22.38524588272,91.76250565776,787.9999999999968
N1,1000305,bridge,A,GLAXO BOX CULVERT,22.3797011826666,91.7670476533333,8.3
N1,1000306,link,NaN,link_LRP233,22.3797011826666,91.7670476533333,1036.700000000016
N1,1000307,bridge,A,CORNAIL HAT BOX CULVERT,22.3696841276595,91.7739258709219,3.0
N1,1000308,link,NaN,link_LRP234,22.3696841276595,91.7739258709219,10046.999999999984
N1,1000309,bridge,C,BOALIA BOX CULVERT,22.3599057425992,91.8522694918171,4.65
N1,1000310,intersection,NaN,IS_N1N106,22.3786903947371,91.83615315715855,20.0
N1,1000311,link,NaN,link_LRP236,22.3599057425992,91.8522694918171,877.350000000005
N1,1000312,bridge,B,BAKULIA BRIDGE,22.3522674714754,91.852622049836,14.7
N1,1000313,link,NaN,link_LRP238,22.3522674714754,91.852622049836,1454.299999999994
N1,1000314,bridge,C,5 No hafez bazar Bridge,22.3395393508599,91.8533871579852,39.67
N1,1000315,link,NaN,link_LRP239,22.3395393508599,91.8533871579852,449.3300000000043
N1,1000316,bridge,C,Tulatuli Bridge,22.3357673216494,91.8538536927835,44.845
N1,1000317,link,NaN,link_LRP240,22.3357673216494,91.8538536927835,1119.1550000000157
N1,1000318,bridge,C,Hajrath Sha Amanath Satu,22.3266451369152,91.852759390139,914.0
N1,1000319,link,NaN,link_LRP241,22.3266451369152,91.852759390139,702.9999999999902
N1,1000320,bridge,C,SHIKALBAHA BRIDGE,22.3129265129032,91.856181916129,11.0
N1,1000321,link,NaN,link_LRP242,22.3129265129032,91.856181916129,850.9999999999948
N1,1000322,bridge,C,SHIKALBAHA,22.306457756,91.860449028,15.2
N1,1000323,link,NaN,link_LRP243,22.306457756,91.860449028,525.7999999999968
N1,1000324,bridge,A,SOUTH MITTACHORI,22.3026235524271,91.8635646970873,3.9
N1,1000325,link,NaN,link_LRP244,22.3026235524271,91.8635646970873,1171.1000000000113
N1,1000326,bridge,A,ISLAMPUR CULVERT,22.2932366309133,91.8684360651053,2.25
N1,1000327,link,NaN,link_LRP245,22.2932366309133,91.8684360651053,623.7500000000048
N1,1000328,bridge,A,SHIKALBAHA MORE,22.2926079302013,91.8730201176733,3.0
N1,1000329,link,NaN,link_LRP246,22.2926079302013,91.8730201176733,694.0000000000027
N1,1000330,bridge,C,SHIKALBAHA BRIDGE,22.2962698699619,91.8807528022813,116.5
N1,1000331,link,NaN,link_LRP247,22.2962698699619,91.8807528022813,851.4999999999893
N1,1000332,bridge,B,SHANTERHAT CULVERT,22.2988369230769,91.8873512822898,3.0
N1,1000333,link,NaN,link_LRP248,22.2988369230769,91.8873512822898,1267.9999999999866
N1,1000334,bridge,B,SHANTERHAT BOX CULVERT,22.3021025781938,91.8992582823788,3.1
N1,1000335,link,NaN,link_LRP249,22.3021025781938,91.8992582823788,552.9000000000116
N1,1000336,bridge,A,KUSUMPUR BOX CULVERT,22.3035365502293,91.9044227217889,3.0
N1,1000337,link,NaN,link_LRP250,22.3035365502293,91.9044227217889,1168.999999999997
N1,1000338,bridge,B,MUNSHA BOX CULVERT(L),22.3083189877358,91.9142153009434,10.8
N1,1000339,link,NaN,link_LRP251,22.3083189877358,91.9142153009434,862.1999999999905
N1,1000340,bridge,A,MONSHA CULVERT,22.3137546831094,91.9203176378118,3.0
N1,1000341,link,NaN,link_LRP252,22.3137546831094,91.9203176378118,1559.0000000000118
N1,1000342,bridge,A,Pirol,22.3137565607999,91.9339832312,5.3
N1,1000343,link,NaN,link_LRP253,22.3137565607999,91.9339832312,1849.7000000000182
N1,1000344,bridge,A,UZIRPUR HIGH SCHOOL,22.3084394099236,91.9483886979643,3.0
N1,1000345,link,NaN,link_LRP255,22.3084394099236,91.9483886979643,2317.9999999999695
N1,1000346,bridge,C,PATIYA BRIDGE,22.3006016043999,91.9658457726,50.8
N1,1000347,link,NaN,link_LRP257,22.3006016043999,91.9658457726,2202.2000000000426
N1,1000348,bridge,A,PALYA BUS STATION,22.2911451997412,91.9833668252263,12.4
N1,1000349,link,NaN,link_LRP260,22.2911451997412,91.9833668252263,1101.5999999999758
N1,1000350,bridge,C,SRIMI BRIDGE,22.2859320161666,91.992309198,60.5
N1,1000351,link,NaN,link_LRP261,22.2859320161666,91.992309198,880.4999999999741
N1,1000352,bridge,B,KOMOLMUNSHE HAT BOX CULVERT,22.2811424692972,91.9995571696216,14.0
N1,1000353,link,NaN,link_LRP262,22.2811424692972,91.9995571696216,1380.0000000000055
N1,1000354,bridge,A,KHORNA CULVERT,22.2710895749999,92.00559725,3.0
N1,1000355,link,NaN,link_LRP263,22.2710895749999,92.00559725,1133.000000000024
N1,1000356,bridge,C,KHORNA BVS STATION,22.2611613745967,92.0073035838709,12.3
N1,1000357,link,NaN,link_LRP264,22.2611613745967,92.0073035838709,754.699999999996
N1,1000358,bridge,A,MOJAFFARABAD,22.2549374824626,92.0103021287313,7.6
N1,1000359,link,NaN,link_LRP265,22.2549374824626,92.0103021287313,913.3999999999922
N1,1000360,bridge,A,MOJAFFORABAD,22.2487130149162,92.0158341025875,9.4
N1,1000361,link,NaN,link_LRP267,22.2487130149162,92.0158341025875,1238.5999999999904
N1,1000362,bridge,A,ROWSONAT CUL,22.24038615762,92.0217918336116,14.0
N1,1000363,link,NaN,link_LRP268,22.24038615762,92.0217918336116,1103.999999999995
N1,1000364,bridge,B,Kanchon Nagar Bridge,22.2314978226851,92.0249656611111,11.05
N1,1000365,link,NaN,link_LRP269,22.2314978226851,92.0249656611111,858.9500000000046
N1,1000366,bridge,A,GASBAREA BOX CULVERT,22.2222719897959,92.0273785979591,14.0
N1,1000367,link,NaN,link_LRP270,22.2222719897959,92.0273785979591,768.0000000000391
N1,1000368,bridge,A,GASBAREA COLLEGE BOX CULVERT,22.2155873504854,92.0290230394174,9.2
N1,1000369,link,NaN,link_LRP271,22.2155873504854,92.0290230394174,1273.7999999999586
N1,1000370,bridge,D,Mazar Point Bridge,22.2071026538461,92.03633246993,30.0
N1,1000371,link,NaN,link_LRP272,22.2071026538461,92.03633246993,4325.9999999999945
N1,1000372,bridge,B,NOYARHAT,22.1739178955307,92.0532925435754,12.3
N1,1000373,link,NaN,link_LRP276,22.1739178955307,92.0532925435754,2682.70000000005
N1,1000374,bridge,C,SANGO BRIDGE DOMAJAR,22.1586272806451,92.0682063096774,211.3
N1,1000375,link,NaN,link_LRP279,22.1586272806451,92.0682063096774,928.6999999999864
N1,1000376,bridge,A,KATGOR CULVERT,22.1498523145631,92.0696330718446,9.2
N1,1000377,link,NaN,link_LRP280,22.1498523145631,92.0696330718446,1436.7999999999695
N1,1000378,bridge,A,MOULOVER DOKAN,22.1369522329341,92.0699301281437,20.483333333333334
N1,1000379,link,NaN,link_LRP282,22.1369522329341,92.0699301281437,1030.5166666666544
N1,1000380,bridge,A,Noyakhalar Muk Bridge,22.1277338010309,92.0710012276288,21.23333333333333
N1,1000381,link,NaN,link_LRP283,22.1277338010309,92.0710012276288,1676.7666666667026
N1,1000382,bridge,A,KARANERHAT CULVERT,22.1133524851063,92.0726869042553,5.0
N1,1000383,link,NaN,link_LRP284,22.1133524851063,92.0726869042553,1555.0000000000023
N1,1000384,bridge,A,KARANERHAT CULVERT,22.09827857,92.074800422,7.2
N1,1000385,link,NaN,link_LRP286,22.09827857,92.074800422,822.799999999984
N1,1000386,bridge,A,KOACHIA(MADARBHI),22.0935775004504,92.0805047995495,11.2
N1,1000387,link,NaN,link_LRP287,22.0935775004504,92.0805047995495,1695.7999999999936
N1,1000388,bridge,A,MITADIGI ACADEMY,22.0840668315789,92.093196937799,2.0
N1,1000389,link,NaN,link_LRP288,22.0840668315789,92.093196937799,706.0000000000268
N1,1000390,bridge,A,MITADIGI,22.080520608,92.0984855314285,12.6
N1,1000391,link,NaN,link_LRP289,22.080520608,92.0984855314285,1387.3999999999774
N1,1000392,bridge,B,Raj Ghata Bridge,22.0695600813559,92.1042754237288,23.599999999999998
N1,1000393,link,NaN,link_LRP291,22.0695600813559,92.1042754237288,1067.4000000000083
N1,1000394,bridge,A,NOYA PARA BOX CULVERT,22.06088615,92.10773337,5.35
N1,1000395,link,NaN,link_LRP292,22.06088615,92.10773337,1016.6499999999913
N1,1000396,bridge,A,PODUA BAZAR BOX CULVERT,22.0519296419354,92.1090613887096,9.3
N1,1000397,link,NaN,link_LRP293,22.0519296419354,92.1090613887096,912.7000000000255
N1,1000398,bridge,A,BARO AWLIA(R),22.0440962566176,92.1070629529411,8.07
N1,1000399,link,NaN,link_LRP294,22.0440962566176,92.1070629529411,1479.9299999999996
N1,1000400,bridge,A,AMIRABAD BOX CULVERT,22.031864884656,92.1041246666666,35.65
N1,1000401,link,NaN,link_LRP295,22.031864884656,92.1041246666666,663.3499999999555
N1,1000402,bridge,A,AMIRABAD LOHAGOR BOX CULVERT,22.0260045474972,92.1026967443826,6.0
N1,1000403,link,NaN,link_LRP296,22.0260045474972,92.1026967443826,2475.0000000000514
N1,1000404,bridge,A,LOHAGORA L.S BOX CULVERT,22.0078200503225,92.0927765812903,3.0
N1,1000405,link,NaN,link_LRP298,22.0078200503225,92.0927765812903,488.9999999999618
N1,1000406,bridge,A,DIGIRPARK BOX CULVERT,22.0041726139784,92.0905686346236,9.4
N1,1000407,link,NaN,link_LRP299,22.0041726139784,92.0905686346236,1043.5999999999972
N1,1000408,bridge,A,ZADUNAGOR FILLING BOX CULVERT,21.9958359641681,92.0874589126142,24.633333333333336
N1,1000409,link,NaN,link_LRP300,21.9958359641681,92.0874589126142,642.3666666666967
N1,1000410,bridge,A,ZADUNAGOR BUS STATION BOX CULVERT,21.990280244375,92.08568596625,18.1
N1,1000411,link,NaN,link_LRP301,21.990280244375,92.08568596625,1059.8999999999746
N1,1000412,bridge,B,Hatirpul Bridge,21.9819040437735,92.080773326415,14.866666666666665
N1,1000413,link,NaN,link_LRP302,21.9819040437735,92.080773326415,1687.1333333333316
N1,1000414,bridge,A,MUSKAMPANI PARA BOX CULVERT,21.9738684029498,92.0683204789577,2.5
N1,1000415,link,NaN,link_LRP303,21.9738684029498,92.0683204789577,749.5000000000095
N1,1000416,bridge,A,AODU NAGOR (2) BOX CULVERT,21.9689581196808,92.0641501117021,1.5
N1,1000417,link,NaN,link_LRP304,21.9689581196808,92.0641501117021,669.4999999999923
N1,1000418,bridge,A,Rataykul Bridge,21.9622138572549,92.0633168764705,15.299999999999999
N1,1000419,link,NaN,link_LRP305,21.9622138572549,92.0633168764705,687.7000000000314
N1,1000420,bridge,A,BON PUKUL PARA BOX CULVERT,21.9580321636363,92.0663932818182,12.65
N1,1000421,link,NaN,link_LRP306,21.9580321636363,92.0663932818182,1355.349999999995
N1,1000422,bridge,A,SANTI BOX CULVERT,21.9453993720173,92.0669286609544,1.4
N1,1000423,link,NaN,link_LRP307,21.9453993720173,92.0669286609544,1161.6000000000108
N1,1000424,bridge,A,BRICK FIELD BOX CULVERT,21.9360290154471,92.0625427235772,6.9
N1,1000425,link,NaN,link_LRP308,21.9360290154471,92.0625427235772,461.0999999999609
N1,1000426,bridge,A,AZIZNAGOR FOREST BOX CULVERT,21.9323086726114,92.0608009579617,4.6
N1,1000427,link,NaN,link_LRP309,21.9323086726114,92.0608009579617,1588.4000000000178
N1,1000428,bridge,A,AZIZNAGOR BOX CULVERT,21.9179119605128,92.0597362988034,2.5
N1,1000429,link,NaN,link_LRP310,21.9179119605128,92.0597362988034,552.5000000000068
N1,1000430,bridge,A,AZIZ NAGOR 1,21.9140727206278,92.0605472089686,6.6
N1,1000431,link,NaN,link_LRP311,21.9140727206278,92.0605472089686,2492.399999999967
N1,1000432,bridge,A,HARBHANG CHOR,21.8910236519337,92.0597010756906,13.64
N1,1000433,link,NaN,link_LRP313,21.8910236519337,92.0597010756906,1095.3600000000372
N1,1000434,bridge,A,GHOIL MARA BOX CULVERT,21.8812215213685,92.0590015447779,9.3
N1,1000435,link,NaN,link_LRP314,21.8812215213685,92.0590015447779,676.6999999999787
N1,1000436,bridge,A,HARBANG,21.8751197401574,92.0591098413385,3.0
N1,1000437,link,NaN,link_LRP315,21.8751197401574,92.0591098413385,1390.000000000029
N1,1000438,bridge,A,HARBANG,21.8628351415656,92.0594848712238,3.0
N1,1000439,link,NaN,link_LRP316,21.8628351415656,92.0594848712238,320.99999999995543
N1,1000440,bridge,C,Harbang Chora Bridge,21.8599725797297,92.0601907085585,56.2
N1,1000441,link,NaN,link_LRP317,21.8599725797297,92.0601907085585,735.80000000003
N1,1000442,bridge,A,ALIPUR BOX CULVERT,21.8529287900552,92.0609576198894,8.200000000000001
N1,1000443,link,NaN,link_LRP318,21.8529287900552,92.0609576198894,1186.7999999999931
N1,1000444,bridge,A,HAR BAG BOX CULVERT,21.8429700741784,92.0635984638497,3.75
N1,1000445,link,NaN,link_LRP319,21.8429700741784,92.0635984638497,1115.2500000000282
N1,1000446,bridge,A,ATKOTA,21.8341033152866,92.0682735910828,15.8
N1,1000447,link,NaN,link_LRP320,21.8341033152866,92.0682735910828,696.1999999999891
N1,1000448,bridge,A,AKOTA BAZAR BOX CULVERT,21.8280258214285,92.0713035547619,21.566666666666666
N1,1000449,link,NaN,link_LRP321,21.8280258214285,92.0713035547619,1137.4333333333252
N1,1000450,bridge,A,BODOITOLI BOX CULVERT,21.8181692602209,92.0739442353591,14.0
N1,1000451,link,NaN,link_LRP322,21.8181692602209,92.0739442353591,1808.0000000000027
N1,1000452,bridge,A,BANIYAR CHORA,21.8034238025641,92.0772322128205,14.0
N1,1000453,link,NaN,link_LRP323,21.8034238025641,92.0772322128205,1757.9999999999914
N1,1000454,bridge,A,NOL BELA-1 BOX CULVERT,21.787854008387,92.0788540064516,20.8
N1,1000455,link,NaN,link_LRP325,21.787854008387,92.0788540064516,394.20000000002045
N1,1000456,bridge,B,NOLBELA BOX CULVERT,21.7841953311111,92.0792425355555,14.2
N1,1000457,link,NaN,link_LRP326,21.7841953311111,92.0792425355555,1417.7999999999595
N1,1000458,bridge,A,DIDDA BAZAR BOX CULVERT,21.7735339222222,92.0839144733333,15.7
N1,1000459,link,NaN,link_LRP327,21.7735339222222,92.0839144733333,312.3000000000314
N1,1000460,bridge,D,Mathamuhuri Bridge,21.7715943354948,92.0821099546075,294.15
N1,1000461,link,NaN,link_LRP328,21.7715943354948,92.0821099546075,3638.8499999999926
N1,1000462,bridge,B,BANDI BAZAR BOX CULVERT,21.7401466184971,92.0826243745664,9.3
N1,1000463,link,NaN,link_LRP331,21.7401466184971,92.0826243745664,178.69999999998817
N1,1000464,bridge,A,KUMARIKOOL BOX CULVERT,21.7385629191489,92.0831876319149,19.2
N1,1000465,link,NaN,link_LRP332,21.7385629191489,92.0831876319149,1619.80000000001
N1,1000466,bridge,A,HASIRUGIGI,21.7240739341074,92.083544148476,12.6
N1,1000467,link,NaN,link_LRP333,21.7240739341074,92.083544148476,1827.399999999975
N1,1000468,bridge,A,CHOHAJANYA (1),21.7092513759013,92.0806750603415,12.8
N1,1000469,link,NaN,link_LRP335,21.7092513759013,92.0806750603415,776.2000000000442
N1,1000470,bridge,A,CHOHAJANIYA (2),21.7028300370967,92.0786456251612,9.3
N1,1000471,link,NaN,link_LRP336,21.7028300370967,92.0786456251612,3112.699999999957
N1,1000472,bridge,C,Polia Fari Bridge,21.676279289928,92.0768074748201,36.285
N1,1000473,link,NaN,link_LRP339,21.676279289928,92.0768074748201,1402.7150000000213
N1,1000474,bridge,A,DULAHAJARA CULVERT,21.6629404415143,92.075071645953,3.5
N1,1000475,link,NaN,link_LRP340,21.6629404415143,92.075071645953,318.50000000000273
N1,1000476,bridge,C,Dulahajar Bridge,21.6600543017045,92.0751025664772,54.03
N1,1000477,link,NaN,link_LRP341,21.6600543017045,92.0751025664772,1006.9699999999787
N1,1000478,bridge,C,BOYRAGIR KHIL,21.6508560658227,92.0735619202531,32.75
N1,1000479,link,NaN,link_LRP342,21.6508560658227,92.0735619202531,3467.25
N1,1000480,bridge,B,KHUTAKHALI,21.6225351880109,92.0737034768392,1.45
N1,1000481,link,NaN,link_LRP345,21.6225351880109,92.0737034768392,665.55000000003
N1,1000482,bridge,B,khutakhali bazar,21.618376660401,92.0691713375939,45.3
N1,1000483,link,NaN,link_LRP346,21.618376660401,92.0691713375939,869.6999999999637
N1,1000484,bridge,A,FULCHARI (NEWPARA),21.6065189670012,92.0623070695106,6.1
N1,1000485,link,NaN,link_LRP347,21.6065189670012,92.0623070695106,947.9000000000077
N1,1000486,bridge,A,FULCHARI CULVERT,21.5985935301507,92.061801241206,11.65
N1,1000487,link,NaN,link_LRP348,21.5985935301507,92.061801241206,1001.3500000000337
N1,1000488,bridge,A,NAPITE KHALI CULVERT,21.5894309740196,92.0630313509804,2.95
N1,1000489,link,NaN,link_LRP349,21.5894309740196,92.0630313509804,1050.0499999999972
N1,1000490,bridge,A,EAST NAPITL KHAL BOX CULVERT,21.5830741250341,92.0657158465116,2.5
N1,1000491,link,NaN,link_LRP350,21.5830741250341,92.0657158465116,1042.499999999959
N1,1000492,bridge,A,NAEK KHALI BOX CULVERT,21.5744075162901,92.0707446712247,12.4
N1,1000493,link,NaN,link_LRP351,21.5744075162901,92.0707446712247,1509.600000000048
N1,1000494,bridge,A,KHODIA BARI PRIMARY BOX CULVERT,21.5623201688888,92.0698139251851,9.5
N1,1000495,link,NaN,link_LRP352,21.5623201688888,92.0698139251851,246.4999999999718
N1,1000496,bridge,A,ISLAMABAD KHODIABARI BOX CULVERT,21.5603042595174,92.0691476,5.9
N1,1000497,link,NaN,link_LRP353,21.5603042595174,92.0691476,741.1000000000141
N1,1000498,bridge,A,Eidgaon Bazar Bridge,21.5554256122448,92.0679503244898,45.3
N1,1000499,link,NaN,link_LRP354,21.5554256122448,92.0679503244898,3035.700000000017
N1,1000500,bridge,A,SHAT GOREA PARA BOX CULVERT,21.5255297395348,92.0653252244186,10.6
N1,1000501,link,NaN,link_LRP357,21.5255297395348,92.0653252244186,1395.3999999999492
N1,1000502,bridge,A,RASHIDNAGAR,21.5137419731132,92.069340890566,2.75
N1,1000503,link,NaN,link_LRP358,21.5137419731132,92.069340890566,937.2499999999977
N1,1000504,bridge,A,DOLERCHARA CULVERT,21.5065069274647,92.0733026419014,9.95
N1,1000505,link,NaN,link_LRP359,21.5065069274647,92.0733026419014,1355.050000000009
N1,1000506,bridge,A,ROSHIDNAGAR (2),21.4957534922651,92.0776785856353,14.05
N1,1000507,link,NaN,link_LRP360,21.4957534922651,92.0776785856353,2909.950000000035
N1,1000508,bridge,A,JOARIANALA CULVERT,21.4782130684357,92.0947151779329,7.2
N1,1000509,link,NaN,link_LRP363,21.4782130684357,92.0947151779329,374.800000000005
N1,1000510,bridge,A,JOARIANALA,21.4755164496,92.0967866511999,24.866666666666664
N1,1000511,link,NaN,link_LRP364,21.4755164496,92.0967866511999,1316.1333333332848
N1,1000512,bridge,B,JOARIANALA CULVERT,21.4655415307901,92.1026566882833,14.0
N1,1000513,link,NaN,link_LRP365,21.4655415307901,92.1026566882833,2082.0000000000036
N1,1000514,bridge,A,MITA CHARI BOX CULVERT,21.4505569351351,92.0994681432432,9.2
N1,1000515,link,NaN,link_LRP367,21.4505569351351,92.0994681432432,831.8000000000081
N1,1000516,bridge,A,RAMU HOSPITAL GATE,21.4433865625,92.1012678785714,30.05
N1,1000517,link,NaN,link_LRP368,21.4433865625,92.1012678785714,759.9500000000205
N1,1000518,bridge,A,MARULA (WEST),21.4372009552325,92.0983672723837,4.233333333333333
N1,1000519,link,NaN,link_LRP369,21.4372009552325,92.0983672723837,989.766666666638
N1,1000520,bridge,A,RAMU BY PASS MORE,21.4288400316455,92.0953913860759,11.700000000000001
N1,1000521,link,NaN,link_LRP370,21.4288400316455,92.0953913860759,1219.2999999999945
N1,1000522,bridge,A,ROMA TECHIPUL,21.4271063768115,92.0840258231884,7.8
N1,1000523,link,NaN,link_LRP371,21.4271063768115,92.0840258231884,753.2000000000241
N1,1000524,bridge,A,CHAKMARKOOL,21.4264716,92.0767771,10.9
N1,1000525,link,NaN,link_LRP372,21.4264716,92.0767771,1504.0999999999863
N1,1000526,bridge,A,KHURUTIA BOX CULVERT,21.4271759977099,92.0634431893129,4.4
N1,1000527,link,NaN,link_LRP373,21.4271759977099,92.0634431893129,583.6000000000223
N1,1000528,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.4278354522255,92.0579673860534,14.133333333333335
N1,1000529,link,NaN,link_LRP374,21.4278354522255,92.0579673860534,958.8666666666799
N1,1000530,bridge,A,Sarkarpara Bridge,21.4275245,92.0486482172786,11.95
N1,1000531,link,NaN,link_LRP375,21.4275245,92.0486482172786,1000.0500000000004
N1,1000532,bridge,A,MUKTAR KUL,21.4297884,92.0395945696,9.2
N1,1000533,link,NaN,link_LRP376,21.4297884,92.0395945696,832.7999999999845
N1,1000534,bridge,C,Bakkhali Bridge,21.4294033629834,92.0318887491712,39.775000000000006
N1,1000535,link,NaN,link_LRP377,21.4294033629834,92.0318887491712,1599.22500000001
N1,1000536,bridge,C,BESIC AREA,21.423063061512,92.0267879589347,7.9
N1,1000537,link,NaN,link_LRP378,21.423063061512,92.0267879589347,656.0999999999873
N1,1000538,bridge,C,KAMBIR GONA,21.4194017834586,92.031682906015,5.900000000000001
N1,1000539,link,NaN,link_LRP379,21.4194017834586,92.031682906015,977.1000000000041
N1,1000540,bridge,A,KANAR PARA,21.4142599314893,92.0386736859574,9.166666666666666
N1,1000541,link,NaN,link_LRP380,21.4142599314893,92.0386736859574,1146.8333333333392
N1,1000542,bridge,B,SOUTH MITHACHARI,21.4102488567901,92.0480366814814,4.1
N1,1000543,link,NaN,link_LRP381,21.4102488567901,92.0480366814814,821.899999999965
N1,1000544,bridge,A,SOUTH MITHACHARI,21.4088399161904,92.0550238095238,5.266666666666667
N1,1000545,link,NaN,link_LRP382,21.4088399161904,92.0550238095238,874.7333333333856
N1,1000546,bridge,A,CHALATOLI,21.4041499171641,92.0618387037313,3.625
N1,1000547,link,NaN,link_LRP383,21.4041499171641,92.0618387037313,1345.3749999999895
N1,1000548,bridge,A,PANCHORI,21.3950144227586,92.0675884137931,15.15
N1,1000549,link,NaN,link_LRP384,21.3950144227586,92.0675884137931,706.84999999998
N1,1000550,bridge,C,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,2.3428571428571425
N1,1000551,link,NaN,link_LRP385,21.3888052,92.0689623,970.657142857156
N1,1000552,bridge,A,PANCHORI,21.3808422435754,92.0709982664804,1.842857142857143
N1,1000553,link,NaN,link_LRP386,21.3808422435754,92.0709982664804,966.1571428571037
N1,1000554,bridge,A,PANAR CHORI SLAB CULVERT,21.3745372352601,92.0740615132948,1.3
N1,1000555,link,NaN,link_LRP387,21.3745372352601,92.0740615132948,1013.7000000000432
N1,1000556,bridge,A,TULA BAGAN.,21.3686452190839,92.0800514992366,2.52
N1,1000557,link,NaN,link_LRP388,21.3686452190839,92.0800514992366,1002.4799999999955
N1,1000558,bridge,A,TULA BAGAN,21.3604702002336,92.0801526114486,2.5
N1,1000559,link,NaN,link_LRP389,21.3604702002336,92.0801526114486,1235.4999999999995
N1,1000560,bridge,C,Modomconiara,21.3500251952038,92.0784342935251,16.4
N1,1000561,link,NaN,link_LRP390,21.3500251952038,92.0784342935251,900.5999999999732
N1,1000562,bridge,A,KHONIA POLONG,21.3420893171962,92.0788538753271,8.2
N1,1000563,link,NaN,link_LRP391,21.3420893171962,92.0788538753271,950.8000000000031
N1,1000564,bridge,C,DOA PATONG,21.3338390771689,92.0790428645357,24.1
N1,1000565,link,NaN,link_LRP392,21.3338390771689,92.0790428645357,931.9000000000173
N1,1000566,bridge,C,JASOYA PALONG,21.3269177037394,92.0819708735826,25.3
N1,1000567,link,NaN,link_LRP393,21.3269177037394,92.0819708735826,969.7000000000046
N1,1000568,bridge,D,MORICHIA,21.3211087823529,92.0888836352941,20.599999999999998
N1,1000569,link,NaN,link_LRP394,21.3211087823529,92.0888836352941,1840.39999999999
N1,1000570,bridge,B,MORICHIA PALONG,21.308226843421,92.0972648315789,2.4
N1,1000571,link,NaN,link_LRP395,21.308226843421,92.0972648315789,572.5999999999887
N1,1000572,bridge,C,MORICHIA PALONG,21.3035165189189,92.0968487459459,31.799999999999997
N1,1000573,link,NaN,link_LRP396,21.3035165189189,92.0968487459459,1693.2000000000228
N1,1000574,bridge,A,SHAPUR,21.2887748,92.0999549688796,11.799999999999999
N1,1000575,link,NaN,link_LRP398,21.2887748,92.0999549688796,1731.199999999995
N1,1000576,bridge,A,RATNAPALANG,21.2740057908634,92.1044223449799,18.025
N1,1000577,link,NaN,link_LRP400,21.2740057908634,92.1044223449799,973.9750000000187
N1,1000578,bridge,C,HIZOLIA BRIDGE,21.2671335430292,92.1098720509466,31.05
N1,1000579,link,NaN,link_LRP401,21.2671335430292,92.1098720509466,1209.9499999999855
N1,1000580,bridge,C,JADIMURA BRIDGE,21.2600473697902,92.1189860875524,8.666666666666666
N1,1000581,link,NaN,link_LRP402,21.2600473697902,92.1189860875524,780.3333333333206
N1,1000582,bridge,A,JADIMORA (1),21.2552064351464,92.1243872108786,7.333333333333333
N1,1000583,link,NaN,link_LRP403,21.2552064351464,92.1243872108786,1260.6666666666958
N1,1000584,bridge,C,UKLIA-SHAHABMARKAT,21.2489644871959,92.1328410912932,11.549999999999999
N1,1000585,link,NaN,link_LRP404,21.2489644871959,92.1328410912932,4013.449999999977
N1,1000586,bridge,A,P. F PARA SLAB,21.2308784786138,92.1607571460396,6.65
N1,1000587,link,NaN,link_LRP408,21.2308784786138,92.1607571460396,1114.3499999999808
N1,1000588,bridge,B,KUTU - PALONG MOSZID SLAB,21.2215199757575,92.1617032590909,5.066666666666666
N1,1000589,link,NaN,link_LRP409,21.2215199757575,92.1617032590909,723.9333333333751
N1,1000590,bridge,A,KATU PALLANG SLAB,21.2160115861386,92.1636641564356,2.0
N1,1000591,link,NaN,link_LRP410,21.2160115861386,92.1636641564356,1393.9999999999582
N1,1000592,bridge,A,BALAKHALI TV CENTER,21.2063047283582,92.1700180179104,4.300000000000001
N1,1000593,link,NaN,link_LRP411,21.2063047283582,92.1700180179104,513.7000000000291
N1,1000594,bridge,A,BALUKHALI KASTOM,21.2019671732447,92.1704006677419,14.933333333333335
N1,1000595,link,NaN,link_LRP412,21.2019671732447,92.1704006677419,1377.0666666666625
N1,1000596,bridge,B,BALUKHALI,21.1907730988505,92.1680703199233,12.4
N1,1000597,link,NaN,link_LRP413,21.1907730988505,92.1680703199233,1252.5999999999863
N1,1000598,bridge,A,GOGU GONA,21.1839744314735,92.1593026449213,1.2
N1,1000599,link,NaN,link_LRP414,21.1839744314735,92.1593026449213,527.7999999999963
N1,1000600,bridge,C,THANGKHALI BOX CULVERT,21.1797067107296,92.1578310562231,18.133333333333336
N1,1000601,link,NaN,link_LRP415,21.1797067107296,92.1578310562231,851.8666666666712
N1,1000602,bridge,C,CHANG KHALI BRIDGE,21.1724828063829,92.1552940329787,12.440000000000001
N1,1000603,link,NaN,link_LRP416,21.1724828063829,92.1552940329787,894.5599999999822
N1,1000604,bridge,C,DAIM PARA CULVERT,21.1655725596837,92.1522082019762,2.9699999999999998
N1,1000605,link,NaN,link_LRP417,21.1655725596837,92.1522082019762,1541.0300000000395
N1,1000606,bridge,C,PALONG KHALI BAZAR (1),21.1524632792452,92.1534145867924,12.3
N1,1000607,link,NaN,link_LRP418,21.1524632792452,92.1534145867924,690.6999999999746
N1,1000608,bridge,C,PALONG KHALI RCC GIDER BRIDGE,21.1477676743494,92.1570426250929,30.65
N1,1000609,link,NaN,link_LRP419,21.1477676743494,92.1570426250929,855.3500000000241
