road,id,model_type,condition,name,lat,lon,length
N1,1000610,bridge,C,Karontoli Bridge,21.1408647661691,92.1605222283582,11.040000000000001
N1,1000611,link,NaN,link_LRP420,21.1408647661691,92.1605222283582,895.9599999999823
N1,1000612,bridge,D,KATA KHALI RCC GIDER BRIDGE,21.1376124564885,92.1680587053435,8.375
N1,1000613,link,NaN,link_LRP421,21.1376124564885,92.1680587053435,1129.6249999999768
N1,1000614,bridge,C,ULIBANIA BOX CULVERT,21.1349149157894,92.1779379605263,3.1
N1,1000615,link,NaN,link_LRP422,21.1349149157894,92.1779379605263,1162.899999999997
N1,1000616,bridge,C,BALU KHALI -2 BOX CULVERT,21.1299737216216,92.1868158522522,2.54
N1,1000617,link,NaN,link_LRP423,21.1299737216216,92.1868158522522,738.4600000000423
N1,1000618,bridge,D,Wheke Kang Bridge,21.125103688724,92.1913674700296,19.85
N1,1000619,link,NaN,link_LRP424,21.125103688724,92.1913674700296,936.1499999999604
N1,1000620,bridge,A,AMTULI BOX CULVERT,21.1184609383419,92.1962922290155,5.05
N1,1000621,link,NaN,link_LRP425,21.1184609383419,92.1962922290155,1031.9500000000346
N1,1000622,bridge,A,LAMBABIL MIDDLE PARA,21.1108101507936,92.2020956942857,1.8399999999999999
N1,1000623,link,NaN,link_LRP426,21.1108101507936,92.2020956942857,965.1599999999845
N1,1000624,bridge,C,LAMBA BIL BOX,21.1052944333333,92.20739816,9.900000000000002
N1,1000625,link,NaN,link_LRP427,21.1052944333333,92.20739816,1285.1000000000158
N1,1000626,bridge,A,KUTUB DIA PARA (1) CULVERT,21.0950312659147,92.2114600974937,3.075
N1,1000627,link,NaN,link_LRP428,21.0950312659147,92.2114600974937,739.924999999995
N1,1000628,bridge,A,KANGOR PARA MOZGID,21.088867034104,92.213695567052,4.08
N1,1000629,link,NaN,link_LRP429,21.088867034104,92.213695567052,1040.920000000016
N1,1000630,bridge,A,KHANCHOR PARA (2),21.0804429857142,92.2174040714285,2.775
N1,1000631,link,NaN,link_LRP430,21.0804429857142,92.2174040714285,905.2249999999586
N1,1000632,bridge,A,NAYAPARA,21.0741777849315,92.2222489445205,5.1
N1,1000633,link,NaN,link_LRP431,21.0741777849315,92.2222489445205,1169.9000000000115
N1,1000634,bridge,A,NINA BAZAR BOX CULVERT,21.0650398482758,92.2245345498084,16.05
N1,1000635,link,NaN,link_LRP432,21.0650398482758,92.2245345498084,835.9500000000323
N1,1000636,bridge,C,NOYA BAZAR CULVERT,21.0579897631578,92.226509045614,6.3
N1,1000637,link,NaN,link_LRP433,21.0579897631578,92.226509045614,1354.69999999999
N1,1000638,bridge,C,KHARANG KHAIL,21.0508486063492,92.233513137037,16.45
N1,1000639,link,NaN,link_LRP434,21.0508486063492,92.233513137037,1029.5499999999922
N1,1000640,bridge,C,MOULOVI BAZAR BOX CULVERT (1),21.0422652012594,92.2367552062972,2.8666666666666667
N1,1000641,link,NaN,link_LRP435,21.0422652012594,92.2367552062972,1018.1333333333483
N1,1000642,bridge,C,Nila-Hoab Rabg Bridge,21.0340308457564,92.2407063719557,32.1
N1,1000643,link,NaN,link_LRP436,21.0340308457564,92.2407063719557,663.8999999999695
N1,1000644,bridge,A,NILLA BOX CULVERT (1),21.0279544680791,92.2415858245762,3.6500000000000004
N1,1000645,link,NaN,link_LRP437,21.0279544680791,92.2415858245762,938.3500000000073
N1,1000646,bridge,A,NILA - DORGA- PARA-(1) BOX,21.0198087471074,92.2428140276859,2.5
N1,1000647,link,NaN,link_LRP438,21.0198087471074,92.2428140276859,1355.500000000004
N1,1000648,bridge,C,Chowdhory Para Bridge,21.0097686468354,92.2495377240506,24.2
N1,1000649,link,NaN,link_LRP439,21.0097686468354,92.2495377240506,1266.7999999999968
N1,1000650,bridge,C,Rongi-Khali Bridge,20.9994058966292,92.2537214265168,12.5
N1,1000651,link,NaN,link_LRP440,20.9994058966292,92.2537214265168,1150.500000000011
N1,1000652,bridge,C,Ala Khali Kuna Para Bridge,20.9893582625336,92.2545712327493,29.9
N1,1000653,link,NaN,link_LRP441,20.9893582625336,92.2545712327493,927.0999999999937
N1,1000654,bridge,C,LADA BAZAR BOX CULVERT,20.9813317189461,92.2521134830717,1.2
N1,1000655,link,NaN,link_LRP442,20.9813317189461,92.2521134830717,273.7999999999773
N1,1000656,bridge,C,LADAPARA RCC GIDER BRIDGE,20.9790279773542,92.2512228468609,23.266666666666666
N1,1000657,link,NaN,link_LRP443,20.9790279773542,92.2512228468609,1159.733333333326
N1,1000658,bridge,A,NAYA PARA BOX CULVERT,20.9691570827586,92.2486529011494,2.7199999999999998
N1,1000659,link,NaN,link_LRP444,20.9691570827586,92.2486529011494,1030.2800000000154
N1,1000660,bridge,A,NOYA PARA (BRAC SCHOOL),20.9614231446428,92.2532539928571,17.383333333333336
N1,1000661,link,NaN,link_LRP445,20.9614231446428,92.2532539928571,756.6166666666676
N1,1000662,bridge,A,Jadimura bridge,20.9549388422619,92.2555312529762,15.4
N1,1000663,link,NaN,link_LRP446,20.9549388422619,92.2555312529762,1043.6000000000258
N1,1000664,bridge,A,DONDO MIA BOX CULVERT,20.9470947924242,92.2597883075757,13.966666666666667
N1,1000665,link,NaN,link_LRP447,20.9470947924242,92.2597883075757,1211.0333333332992
N1,1000666,bridge,B,DONDO MIA CHAK POST BRIDGE,20.93730526,92.26237497,32.25
N1,1000667,link,NaN,link_LRP448,20.93730526,92.26237497,607.7500000000432
N1,1000668,bridge,B,DOMDO MIA,20.9318757724226,92.263712625,13.250000000000002
N1,1000669,link,NaN,link_LRP449,20.9318757724226,92.263712625,1312.749999999965
N1,1000670,bridge,C,Karumtoli Bridge,20.9209276456603,92.2674528079245,12.700000000000001
N1,1000671,link,NaN,link_LRP450,20.9209276456603,92.2674528079245,710.3000000000131
N1,1000672,bridge,B,KAKUM TOLI CHACK BOX CULVERT,20.9153707224137,92.2707239706896,12.071428571428571
N1,1000673,link,NaN,link_LRP451,20.9153707224137,92.2707239706896,1002.9285714285578
N1,1000674,bridge,C,Baroy toli (1) Bridge,20.908032127731,92.2756905852941,11.575
N1,1000675,link,NaN,link_LRP452,20.908032127731,92.2756905852941,1665.4250000000209
N1,1000676,bridge,B,NAITOM PARA RCC GIDER BRIDGE,20.8970988542857,92.2850607666666,15.1
N1,1000677,link,NaN,link_LRP453,20.8970988542857,92.2850607666666,370.89999999996724
N1,1000678,bridge,A,Naitong Para (3) Bridge,20.8950896142857,92.2879523785714,9.0
N1,1000679,link,NaN,link_LRP454,20.8950896142857,92.2879523785714,1039.0000000000018
N1,1000680,bridge,C,Eskahal Bridge,20.8901584525606,92.2957180800539,37.3
N1,1000681,link,NaN,link_LRP455,20.8901584525606,92.2957180800539,844.700000000005
N1,1000682,bridge,A,BUS STAND TEKNAF BOX CULVERT,20.8845667240506,92.2987158890295,12.966666666666667
N1,1000683,link,NaN,link_LRP456,20.8845667240506,92.2987158890295,12.966666666666667
N1,1000684,sourcesink,NaN,SoSi_N1,20.8845667240506,92.2987158890295,1.0
N102,1000685,sourcesink,NaN,SoSi_N102,23.4865823366366,91.1134175204204,1.0
N102,1000686,link,NaN,link_LRPS,23.4865823366366,91.1134175204204,984.0
N102,1000100,intersection,NaN,IS_N1N102,23.4823491207874,91.1102253639139,20.0
N102,1000687,bridge,A,PORISPUR BOX CULVERT,23.4865823366366,91.1134175204204,3.0
N102,1000688,link,NaN,link_LRPS,23.4865823366366,91.1134175204204,1072.0000000000002
N102,1000689,bridge,A,Brorechon,23.49375786875,91.1065069265625,1.5
N102,1000690,link,NaN,link_LRP002,23.49375786875,91.1065069265625,2188.4999999999995
N102,1000691,bridge,B,DEAB POR SLAB CULVERT,23.5111353540229,91.0981810436781,2.5
N102,1000692,link,NaN,link_LRP004,23.5111353540229,91.0981810436781,2784.5
N102,1000693,bridge,C,RAMPUR,23.532123766,91.08357801,3.75
N102,1000694,link,NaN,link_LRP007,23.532123766,91.08357801,1435.25
N102,1000695,bridge,A,BARUARA BRIDGE.,23.5421601087719,91.0746609745614,17.8
N102,1000696,link,NaN,link_LRP008,23.5421601087719,91.0746609745614,1192.200000000001
N102,1000697,bridge,A,KONSENOGOR BOX CUL,23.5498664037147,91.0663913769688,3.0
N102,1000698,link,NaN,link_LRP009,23.5498664037147,91.0663913769688,841.9999999999989
N102,1000699,bridge,A,CONSUNAGAR SLAB,23.5555824089887,91.0615780033707,0.9
N102,1000700,link,NaN,link_LRP010,23.5555824089887,91.0615780033707,1345.1
N102,1000701,bridge,A,HATAMARA BOX CULVERT.,23.5604191136,91.055518708,3.1
N102,1000702,link,NaN,link_LRP011,23.5604191136,91.055518708,1080.9000000000015
N102,1000703,bridge,B,KAKORTOLA CULVERT,23.5739730932019,91.0589041898522,6.0
N102,1000704,link,NaN,link_LRP012,23.5739730932019,91.0589041898522,2142.999999999999
N102,1000705,bridge,A,BUGRABUS BOX CULVERT,23.582051760625,91.035477270625,5.7
N102,1000706,link,NaN,link_LRP015,23.582051760625,91.035477270625,2203.3000000000015
N102,1000707,bridge,A,BHIRALLA BOX CULVERT,23.587878085672,91.0165517525849,3.0
N102,1000708,link,NaN,link_LRP017,23.587878085672,91.0165517525849,889.9999999999972
N102,1000709,bridge,C,BARRA BOX CULVERT,23.5909394457831,91.0082061759036,6.2
N102,1000710,link,NaN,link_LRP018,23.5909394457831,91.0082061759036,904.8000000000013
N102,1000711,bridge,A,BARRA (3)BOX CULVERT,23.594105237569,91.0002488353591,4.25
N102,1000712,link,NaN,link_LRP019,23.594105237569,91.0002488353591,2010.7500000000005
N102,1000713,bridge,B,BARHA BOX CULVERT,23.6074609183908,90.9886068132183,2.9
N102,1000714,link,NaN,link_LRP021,23.6074609183908,90.9886068132183,1529.1
N102,1000715,bridge,A,SAIRCHOR BOX CULVERT,23.615993353138,90.9775472001394,9.6
N102,1000716,link,NaN,link_LRP022,23.615993353138,90.9775472001394,885.3999999999995
N102,1000717,bridge,A,Bingla Bari Bridge,23.6228564975767,90.9732165132471,33.4
N102,1000718,link,NaN,link_LRP023,23.6228564975767,90.9732165132471,1210.5999999999997
N102,1000719,bridge,A,Companigong RCC Girder Bridge,23.6334519936602,90.9707964104067,113.8
N102,1000720,link,NaN,link_LRP024,23.6334519936602,90.9707964104067,869.2000000000006
N102,1000721,bridge,A,Nagorpar Box Culvert,23.6421389039215,90.9710499655228,9.4
N102,1000722,link,NaN,link_LRP025,23.6421389039215,90.9710499655228,813.6000000000005
N102,1000723,bridge,A,KATAKHALI BOX CULVERT,23.64944876793,90.9712944618075,9.3
N102,1000724,link,NaN,link_LRP026,23.64944876793,90.9712944618075,1243.7
N102,1000725,bridge,B,BAKON NAGAR BOX CULVERT,23.657110863914,90.9792871683257,6.1
N102,1000726,link,NaN,link_LRP027,23.657110863914,90.9792871683257,232.90000000000077
N102,1000727,bridge,C,GAFUR NAGOR RCC GIDER BRIDGE,23.6582625911764,90.98123461,31.75
N102,1000728,link,NaN,link_LRP028,23.6582625911764,90.98123461,1162.249999999999
N102,1000729,bridge,A,BAHARNAGOR BOX CULVERT,23.6641292255813,90.9909234372093,23.53333333333333
N102,1000730,link,NaN,link_LRP029,23.6641292255813,90.9909234372093,1238.4666666666672
N102,1000731,bridge,C,Yousufpur Bridge.,23.6706588358851,91.001111684689,24.5
N102,1000732,link,NaN,link_LRP030,23.6706588358851,91.001111684689,495.49999999999955
N102,1000733,bridge,B,YOUSUFPUR (2) BOX CULVERT,23.6732779054794,91.0052758616438,7.7
N102,1000734,link,NaN,link_LRP031,23.6732779054794,91.0052758616438,1565.3000000000004
N102,1000735,bridge,C,SAMOLSHAL CHOR BOX CULVERT,23.6814348885558,91.0178126856948,9.5
N102,1000736,link,NaN,link_LRP032,23.6814348885558,91.0178126856948,373.49999999999557
N102,1000737,bridge,C,NAYAPARA BOX CULVERT,23.6835366416666,91.02088825,9.3
N102,1000738,link,NaN,link_LRP033,23.6835366416666,91.02088825,917.7000000000068
N102,1000739,bridge,C,BORAIPARA BOX CULVERT,23.6884738712903,91.0280666458064,6.25
N102,1000740,link,NaN,link_LRP034,23.6884738712903,91.0280666458064,1169.7499999999948
N102,1000741,bridge,C,SONG CHAIL RCC GIDER BRIDGE,23.6950746873563,91.0372988528735,22.4
N102,1000742,link,NaN,link_LRP035,23.6950746873563,91.0372988528735,1043.6000000000024
N102,1000743,bridge,A,HAJIBARI BOX CULVERT,23.7008901830508,91.0453691457627,10.299999999999999
N102,1000744,link,NaN,link_LRP036,23.7008901830508,91.0453691457627,1180.7000000000025
N102,1000745,bridge,C,MUDUPPUR BOX CULVERT,23.7077014655581,91.0544804755344,7.3500000000000005
N102,1000746,link,NaN,link_LRP037,23.7077014655581,91.0544804755344,1084.6499999999987
N102,1000747,bridge,A,MURPUR BOX,23.7144097669724,91.0626727449541,9.35
N102,1000748,link,NaN,link_LRP038,23.7144097669724,91.0626727449541,1189.6499999999983
N102,1000749,bridge,B,MOKIMPUR RCC GRIDER BRIDGE,23.7214400894736,91.0713290078947,17.2
N102,1000750,link,NaN,link_LRP039,23.7214400894736,91.0713290078947,584.7999999999968
N102,1000751,bridge,B,KALAMONLA BRIDGE,23.724717610204,91.0759599153061,52.4
N102,1000752,link,NaN,link_LRP040,23.724717610204,91.0759599153061,916.6000000000012
N102,1000753,bridge,B,KALAMURIA BOX CULVERT,23.7319009767801,91.0806945739938,12.3
N102,1000754,link,NaN,link_LRP041,23.7319009767801,91.0806945739938,2435.7000000000003
N102,1000755,bridge,A,CHOW MONI BOX CULVERT,23.7506772992987,91.0927929893408,12.2
N102,1000756,link,NaN,link_LRP043,23.7506772992987,91.0927929893408,634.7999999999984
N102,1000757,bridge,A,Kuchi chuani er Bridge,23.7546766537313,91.0972766597014,27.8
N102,1000758,link,NaN,link_LRP044,23.7546766537313,91.0972766597014,891.2000000000041
N102,1000759,bridge,A,GOLA SHAR BOX CULVERT,23.7602647328125,91.1038290375,6.0
N102,1000760,link,NaN,link_LRP045,23.7602647328125,91.1038290375,1414.0000000000018
N102,1000761,bridge,A,KHARERA BRIDGE,23.7690411118367,91.1138816821768,14.5
N102,1000762,link,NaN,link_LRP046,23.7690411118367,91.1138816821768,803.4999999999978
N102,1000763,bridge,C,DAROGABARI BOX CULVERT,23.7741250240549,91.1196976773195,12.0
N102,1000764,link,NaN,link_LRP047,23.7741250240549,91.1196976773195,1088.999999999999
N102,1000765,bridge,B,MONKASAR BOX CULVERT,23.7808685333333,91.1277111458333,12.6
N102,1000766,link,NaN,link_LRP048,23.7808685333333,91.1277111458333,542.3999999999997
N102,1000767,bridge,B,MONKASHA RCC GRIDER BRIDGE,23.7838311994117,91.1321336329411,16.06
N102,1000768,link,NaN,link_LRP049,23.7838311994117,91.1321336329411,1303.9400000000003
N102,1000769,bridge,A,SOYDABAD BOX CULVERT,23.790634972888,91.1426418571709,14.75
N102,1000770,link,NaN,link_LRP050,23.790634972888,91.1426418571709,1291.2499999999973
N102,1000771,bridge,B,TNLLAK BOX CULVERT,23.7993621932004,91.1496333468933,19.0
N102,1000772,link,NaN,link_LRP051,23.7993621932004,91.1496333468933,660.9999999999998
N102,1000773,bridge,B,Bizna Bridge,23.8052032218455,91.1510109740113,49.75
N102,1000774,link,NaN,link_LRP052,23.8052032218455,91.1510109740113,793.2500000000035
N102,1000775,bridge,B,CHATURA CULVERT,23.8128512780487,91.1525916439024,36.8
N102,1000776,link,NaN,link_LRP053,23.8128512780487,91.1525916439024,1709.2000000000023
N102,1000777,bridge,B,TANTO CULVERT,23.828311880845,91.1549145893896,6.6499999999999995
N102,1000778,link,NaN,link_LRP055,23.828311880845,91.1549145893896,1696.3499999999958
N102,1000779,bridge,B,DARKHAR BRIDGE,23.8433132090909,91.1569792363636,166.3
N102,1000780,link,NaN,link_LRP056,23.8433132090909,91.1569792363636,1748.6999999999991
N102,1000781,bridge,B,Ujaneswar Bridge,23.8591413083217,91.1564064449375,34.2
N102,1000782,link,NaN,link_LRP058,23.8591413083217,91.1564064449375,402.80000000000473
N102,1000783,bridge,B,AWARON CULVERT,23.8618306259259,91.1536961703703,8.5
N102,1000784,link,NaN,link_LRP059,23.8618306259259,91.1536961703703,1714.499999999999
N102,1000785,bridge,B,MODINAGOR RCC GIDER BRIDGE,23.8749941691908,91.1409041702282,27.3
N102,1000786,link,NaN,link_LRP060,23.8749941691908,91.1409041702282,1508.7000000000014
N102,1000787,bridge,A,SULTANPUR BOX CULVERT,23.8853489295858,91.1348459710059,5.55
N102,1000788,link,NaN,link_LRP062,23.8853489295858,91.1348459710059,928.4499999999975
N102,1000789,bridge,C,Sultanpur Uttar Bridge,23.8929316116246,91.1310313021008,21.25
N102,1000790,link,NaN,link_LRP063,23.8929316116246,91.1310313021008,1275.750000000004
N102,1000791,bridge,C,Radhika Bridge,23.9037118313432,91.1265059537313,50.25
N102,1000792,link,NaN,link_LRP064,23.9037118313432,91.1265059537313,1061.7499999999948
N102,1000793,bridge,A,OUSURA BOX CULVERT,23.913259581065,91.1233226442307,5.6
N102,1000794,link,NaN,link_LRP065,23.913259581065,91.1233226442307,984.3999999999949
N102,1000795,bridge,A,UZURA CULVERT,23.921686040606,91.1205320224242,5.6
N102,1000796,link,NaN,link_LRP066,23.921686040606,91.1205320224242,448.4000000000077
N102,1000797,bridge,B,RAMRAIL BOX CULVERT,23.9256180593023,91.1192338627907,30.2
N102,1000798,link,NaN,link_LRP067,23.9256180593023,91.1192338627907,2448.7999999999993
N102,1000799,bridge,B,VADHUGLAR BOX CULVERT,23.9472357303754,91.1168502819112,3.0
N102,1000800,link,NaN,link_LRP069,23.9472357303754,91.1168502819112,638.9999999999959
N102,1000801,bridge,C,Kath toli old Bridge,23.9529335260869,91.116861673913,90.6
N102,1000802,link,NaN,link_LRP070,23.9529335260869,91.116861673913,2742.3999999999983
N102,1000803,bridge,B,NORTH PORTALA BRIDGE,23.9679353219827,91.1013978806034,30.8
N102,1000804,link,NaN,link_LRP073,23.9679353219827,91.1013978806034,3675.200000000003
N102,1000805,bridge,C,Gabura Bridge.,23.9987492949579,91.109389610084,16.68
N102,1000806,link,NaN,link_LRP077,23.9987492949579,91.109389610084,909.320000000002
N102,1000807,bridge,A,SUHILPUR MIRHATI BOX CULVERT,24.006973103069,91.1087472335038,4.75
N102,1000808,link,NaN,link_LRP078,24.006973103069,91.1087472335038,832.2500000000033
N102,1000809,bridge,A,SUHIL PUR BOX CULVERT,24.0143670857142,91.1098735017857,7.0
N102,1000810,link,NaN,link_LRP079,24.0143670857142,91.1098735017857,1142.9999999999914
N102,1000811,bridge,B,UTTOR SHOHIL PUR CULVERT,24.0245823385026,91.1118705048128,3.0
N102,1000812,link,NaN,link_LRP080,24.0245823385026,91.1118705048128,2039.0000000000016
N102,1000813,bridge,A,BATHBARIA BOX CULVERT,24.0426882295942,91.1140799386635,3.0
N102,1001172,intersection,NaN,IS_N2N102,24.04579409274445,91.10756355333174,20.0
N102,1000814,link,NaN,link_LRP082,24.0426882295942,91.1140799386635,3.0
N102,1000815,sourcesink,NaN,SoSi_N102,24.0426882295942,91.1140799386635,1.0
N104,1000816,sourcesink,NaN,SoSi_N104,23.009361697528,91.3961485620224,1.0
N104,1000817,link,NaN,link_LRPS,23.009361697528,91.3961485620224,349.0
N104,1000818,bridge,A,Shasaugtachha culvert,23.009361697528,91.3961485620224,3.175
N104,1000819,link,NaN,link_LRPS,23.009361697528,91.3961485620224,2277.8249999999994
N104,1000820,bridge,C,PAZGACIA SLAB CULVERT,23.0098384198224,91.3741733526627,2.7
N104,1000185,intersection,NaN,IS_N1N104,23.01112163043235,91.3760764838232,20.0
N104,1000821,link,NaN,link_LRP002,23.0098384198224,91.3741733526627,2060.2999999999997
N104,1000822,bridge,B,MATIARA SLAB CULVERT,23.00486624,91.3553213033333,2.7
N104,1000823,link,NaN,link_LRP004,23.00486624,91.3553213033333,3186.3
N104,1000824,bridge,A,SILONIA BOX CVLVERT,22.98388297,91.339993435,45.565000000000005
N104,1000825,link,NaN,link_LRP008,22.98388297,91.339993435,1412.4350000000002
N104,1000826,bridge,C,AMIR GOAN SLAB CULVERT,22.9725664333333,91.3345594866043,2.8
N104,1000827,link,NaN,link_LRP009,22.9725664333333,91.3345594866043,1167.2
N104,1000828,bridge,A,BAKER BAZAR BOX CULVERT,22.9621618217687,91.3331859341836,3.0
N104,1000829,link,NaN,link_LRP010,22.9621618217687,91.3331859341836,1102.9999999999998
N104,1000830,bridge,A,Matuvhuia Bridge,22.9546105173333,91.3271586005333,48.71
N104,1000831,link,NaN,link_LRP011,22.9546105173333,91.3271586005333,1200.2900000000004
N104,1000832,bridge,C,CHONG ARPULL BOX CULVERT,22.9473724525,91.318005224375,3.0
N104,1000833,link,NaN,link_LRP013,22.9473724525,91.318005224375,2353.0
N104,1000834,bridge,C,DAGHANBUIYA SLAB CULVERT,22.9377824401384,91.2988712474048,4.4
N104,1000835,link,NaN,link_LRP015,22.9377824401384,91.2988712474048,2184.6
N104,1000836,bridge,A,RAMNAGAR BRIGE,22.9406775950413,91.2783565768595,6.0
N104,1000837,link,NaN,link_LRP017,22.9406775950413,91.2783565768595,1300.9999999999986
N104,1000838,bridge,A,RAMNAGAR SIAB CULVERT,22.9436162237609,91.2660078638484,7.55
N104,1000839,link,NaN,link_LRP019,22.9436162237609,91.2660078638484,2564.4500000000025
N104,1000840,bridge,C,BHUYAIN DIGI CULVERT,22.9518106674418,91.2436016935216,3.1
N104,1000841,link,NaN,link_LRP021,22.9518106674418,91.2436016935216,1190.8999999999992
N104,1000842,bridge,C,COLLANDI Bridge,22.9571669815,91.234092125375,7.5
N104,1000843,link,NaN,link_LRP022,22.9571669815,91.234092125375,1047.4999999999998
N104,1000844,bridge,B,SANBAG CULVERT,22.9574308844488,91.2240221080708,2.8
N104,1000845,link,NaN,link_LRP023,22.9574308844488,91.2240221080708,1479.1999999999994
N104,1000846,bridge,A,SOMIR BAZAR SLAB CULVERT,22.9549506453074,91.2099171100323,2.5
N104,1000847,link,NaN,link_LRP025,22.9549506453074,91.2099171100323,2156.499999999999
N104,1000848,bridge,C,SHIBPUR SLAB CULVERT,22.9526646268292,91.1883939975609,2.7
N104,1000849,link,NaN,link_LRP027,22.9526646268292,91.1883939975609,1275.3000000000022
N104,1000850,bridge,A,BAROPAL SLAB CULVERT,22.9499684924265,91.1761586894899,9.1
N104,1000851,link,NaN,link_LRP028,22.9499684924265,91.1761586894899,1861.8999999999987
N104,1000852,bridge,B,SONYGOFULL CULVERT,22.9483211833333,91.1599462136111,3.0
N104,1000853,link,NaN,link_LRP030,22.9483211833333,91.1599462136111,1027.0000000000011
N104,1000854,bridge,C,PASHIMSIB PUR,22.9476941,91.1496474235294,6.0
N104,1000855,link,NaN,link_LRP031,22.9476941,91.1496474235294,678.000000000001
N104,1000856,bridge,B,HAZIPUR CULVERT,22.9472470542056,91.1430588514018,3.2
N104,1000857,link,NaN,link_LRP032,22.9472470542056,91.1430588514018,1764.8000000000006
N104,1000858,bridge,A,Chowmohoni Bazar(right),22.9459525242424,91.1260321333333,20.5
N104,1000859,link,NaN,link_LRP034,22.9459525242424,91.1260321333333,1372.5000000000007
N104,1000860,bridge,B,krimpur Bridge,22.9451020481707,91.1127623422764,38.2
N104,1000861,link,NaN,link_LRP035,22.9451020481707,91.1127623422764,1089.8
N104,1000862,bridge,A,ALIPUR BOX CULVERT,22.9406700125474,91.104453648309,4.8
N104,1000863,link,NaN,link_LRP036,22.9406700125474,91.104453648309,885.1999999999935
N104,1000864,bridge,C,DARMACHPUR CULVERT,22.9342244369685,91.104168539926,3.2
N104,1000865,link,NaN,link_LRP037,22.9342244369685,91.104168539926,972.8000000000061
N104,1000866,bridge,B,MAMZAN BIBO BOX CULVERT,22.9256782339622,91.1032458267924,10.8
N104,1000867,link,NaN,link_LRP038,22.9256782339622,91.1032458267924,1783.1999999999969
N104,1000868,bridge,D,BARIPOLE BOX,22.9097675528695,91.101540877913,7.800000000000001
N104,1000869,link,NaN,link_LRP040,22.9097675528695,91.101540877913,4385.200000000001
N104,1000870,bridge,C,TOWN HALL MORE CULVERT,22.8713671275862,91.0969029620689,3.7
N104,1000871,link,NaN,link_LRP044,22.8713671275862,91.0969029620689,721.3000000000013
N104,1000872,bridge,A,GAPTANG BOX CULVERT,22.8644948384615,91.0969575561538,5.0
N104,1000873,link,NaN,link_LRP045,22.8644948384615,91.0969575561538,2230.9999999999973
N104,1000874,bridge,D,Dotter Hut Bridge,22.8471995091891,91.0970113935135,9.195
N104,1000875,link,NaN,link_LRP047,22.8471995091891,91.0970113935135,1062.8050000000028
N104,1000876,bridge,B,UTTOR SONAPUR SLAB CULVERT,22.8365042056847,91.0998638767441,2.5
N104,1000877,link,NaN,link_LRP048,22.8365042056847,91.0998638767441,2.5
N104,1000878,sourcesink,NaN,SoSi_N104,22.8365042056847,91.0998638767441,1.0
N105,1000879,sourcesink,NaN,SoSi_N105,23.6906082999999,90.5467174752,1.0
N105,1000880,link,NaN,link_LRPS,23.6906082999999,90.5467174752,24.0
N105,1000015,intersection,NaN,IS_N1N105,23.689510313010153,90.5476380021408,20.0
N105,1000881,bridge,C,MODONPUR,23.6906082999999,90.5467174752,12.8
N105,1000882,link,NaN,link_LRPS,23.6906082999999,90.5467174752,1063.2
N105,1000883,bridge,A,MODONPUR COLLEGE,23.69915705,90.5514491,6.25
N105,1000884,link,NaN,link_LRP001,23.69915705,90.5514491,1206.75
N105,1000885,bridge,A,LALADI CULVERT,23.7070840042553,90.5594803060283,6.1
N105,1000886,link,NaN,link_LRP002,23.7070840042553,90.5594803060283,1449.9
N105,1000887,bridge,A,KHAJLA PUR,23.7159717017241,90.5698255482758,6.0
N105,1000888,link,NaN,link_LRP003,23.7159717017241,90.5698255482758,1866.0
N105,1000889,bridge,A,KAZI PARA,23.7274051106382,90.5830848845744,6.1
N105,1000890,link,NaN,link_LRP005,23.7274051106382,90.5830848845744,530.8999999999999
N105,1000891,bridge,A,BOSTROL CULVERT,23.7307182495049,90.5869127247524,6.0
N105,1000892,link,NaN,link_LRP006,23.7307182495049,90.5869127247524,10401.0
N105,1000893,bridge,A,BRAAMAN,23.8167737889,90.5663002303,7.533333333333334
N105,1001053,intersection,NaN,IS_N2N105,23.810563676268153,90.57657564772575,20.0
N105,1000894,link,NaN,link_LRP017,23.8167737889,90.5663002303,2253.466666666666
N105,1000895,bridge,A,MAZIPARA,23.8355697727272,90.5602806,4.6
N105,1000896,link,NaN,link_LRP019,23.8355697727272,90.5602806,1523.3999999999987
N105,1000897,bridge,A,CHAPRA,23.8370714802955,90.5483091571428,4.5
N105,1000898,link,NaN,link_LRP020,23.8370714802955,90.5483091571428,246.50000000000122
N105,1000899,bridge,A,CHAPRY,23.8361699204433,90.5460680857142,4.5
N105,1000900,link,NaN,link_LRP021,23.8361699204433,90.5460680857142,1044.4999999999995
N105,1000901,bridge,A,POLKHAN,23.8377476173913,90.5376107768115,5.4
N105,1000902,link,NaN,link_LRP022,23.8377476173913,90.5376107768115,1484.600000000002
N105,1000903,bridge,A,GOLLAR,23.8459770761346,90.5300450827232,6.0
N105,1000904,link,NaN,link_LRP023,23.8459770761346,90.5300450827232,821.9999999999994
N105,1000905,bridge,A,KEAFON,23.8536842210526,90.5231528789473,5.3
N105,1000906,link,NaN,link_LRP024,23.8536842210526,90.5231528789473,2699.699999999998
N105,1000907,bridge,A,ULAKOLA,23.8716508911025,90.5065461963249,106.75
N105,1000908,link,NaN,link_LRP027,23.8716508911025,90.5065461963249,821.2500000000008
N105,1000909,bridge,A,SHAMARSINGH,23.8788307750483,90.5027817831721,4.5
N105,1000910,link,NaN,link_LRP028,23.8788307750483,90.5027817831721,1121.5000000000011
N105,1000911,bridge,A,MADANPUR,23.8856211559322,90.4963353644067,89.625
