name,length,condition,betweenness,total_delay_time,vehicle_count
Paduar Bazar Bridge,35.97,C,0.459734702610184,0,110192
Mostapur Bridge,27.35,C,0.4591882732787362,0,110204
Matigara Bridge,27.35,C,0.45863818277923846,0,110199
Suagazi Bridge.,30.48,A,0.4580844311116908,0,110196
LAL BAG RCC GIDER BRIDGE,22.8,C,0.45752701827609327,0,110177
CHANSIRI BOXCUIVERT,14.3,A,0.45696594427244586,0,110198
MIABAZAR BOX CULVERT,24.0,A,0.4564012091007485,0,110194
NOYA BAZER BOX CULVERT,9.2,A,0.45583281276100124,0,110182
DOLL BARI CULVERT,10.9,B,0.4552607552532041,0,110191
LALGORE BEZER CULVERT,3.2,A,0.45468503657735704,0,110191
SUPUYA BOX CULVERT,13.4,A,0.4541056567334601,0,110186
BOWCHI BAZAR CULVERT,4.6,B,0.45352261572151326,0,110196
AMAN GONG SLAB CULVERT,6.3,B,0.4529359135415165,0,110198
RANGAMATIA (1) BOX CULVERT,3.2,B,0.45234555019346984,0,110190
HARISHARDE CULVERT,4.5,B,0.4517515256773733,0,110194
SONAGATI BOX CULVERT,8.1,B,0.45115383999322684,0,110212
KALIR BAZAR BOX CULVERT,2.8,A,0.45055249314103046,0,110201
CHAUDDAGARAM BOX CULVERT,4.3,B,0.44994748512078425,0,110198
HAYDAR POLE BOX CULVERT,14.3,B,0.4493388159324881,0,110221
FALGUNCORA CULVERT,6.1,A,0.44872648557614203,0,110215
ATTOCK GRAM BOX CULVERT,6.1,A,0.448110494051746,0,110210
BOSONTA PUR BOX CULVERT,6.1,C,0.4474908413593002,0,110208
BASHONTA PUR (2),9.5,B,0.44686752749880443,0,110200
NANKORA BOX CULVERT,3.1,B,0.44624055247025873,0,110214
ANDAJER BAZER BOX CULVERT,9.5,A,0.44560991627366314,0,110201
DIMATOLI (1) BOX CULVERT,6.3,B,0.4449756189090177,0,110209
DIMATOLY (2) BOX CULVERT,3.5,B,0.44433766037632233,0,110221
JAGARNATHPUR BOX CULVERT,6.1,B,0.44369604067557705,0,110216
JAGOT PUR BOX CULVERT,4.75,B,0.4430507598067819,0,110211
FOKIR BAZAR SLAB CULVERT,4.5,B,0.4424018177699368,0,110216
KAKKARA CULVERT,5.3,B,0.4417492145650418,0,110211
Chanara Box Culvert,6.1,A,0.44109295019209693,0,110227
CHANGARPULL(II) BOX CULVERT,6.3,B,0.4404330246511021,0,110223
PODOYA BOX CULVERT,6.175,A,0.4397694379420575,0,110212
UTTOR KAIEATI CULVERT,8.85,A,0.43910219006496287,0,110214
DUTHOSHA BOX CULVERT,6.1,B,0.4384312810198184,0,110219
MOHAMMAD ALI MAZAR,4.0,B,0.437756710806624,0,110211
FATAPUR BOX CULVERT,10.8,A,0.4370784794253797,0,110225
DEBIPUR SLAB CULVERT,1.6,A,0.4363965868760855,0,110217
CHARIPUR CULVERT.,3.4,A,0.4357110331587414,0,110238
RAMPUR BOX CULVERT,1.5,A,0.4110338452103913,0,74838
Rampur Bridge(L),15.636666666666663,B,0.4102238117793506,0,74843
Lemua Bridge(L),98.87,C,0.4094101171802599,0,74841
FAZAILPUR BOXCULVERT,1.5,A,0.40859276141311934,0,74843
Muhuri Bridge(L),193.22,B,0.4077717444779289,0,74856
DHOOM GHAT PC GIRDER,113.35,B,0.4069470663746885,0,74843
BOROYAR PARA SLUB CULVERT,3.0,A,0.40611872710339825,0,74833
BAROYARHAT BOX CULVERT,3.0,A,0.4052867266640581,0,74828
UTTOR SONAPAR BOX CULVERT,2.6,A,0.404451065056668,0,74826
DHARBAR TILA CULVERT,3.15,A,0.40361174228122804,0,74823
MAMAFOUN ASTANA CULVERT,1.5,A,0.4027687583377382,0,74815
MASTANNAGOR BONCUL(1),4.333333333333333,A,0.4019221132261984,0,74825
MUSTAN NAGAR -4,3.0,A,0.4010718069466087,0,74821
RAIPUR (2) BOX CULVERT,8.45,A,0.40021783949896916,0,74817
MUCHIPOOL CULVERT,9.5,B,0.39936021088327966,0,74818
MIRSARAI BOX CUL,4.5,A,0.3984989210995403,0,74819
MIRAISORI BRIDGE,23.2,B,0.39763397014775104,0,74822
Mirsorai(2) box culvert,6.0,A,0.39676535802791185,0,74815
IANAINIPOL BOX CULVERT.,9.7,A,0.39589308474002277,0,74808
BOKIMTOLA BOX CULVERT,4.0,A,0.39501715028408374,0,74806
VARTAKA BOX CULVERT,12.9,A,0.39413755466009487,0,74819
VARTAGIA BOX CULVERT,5.55,A,0.3932542978680561,0,74819
NIAZAMPUR BOX CULVERT,3.0,A,0.3923673799079674,0,74805
MIRJAPUR BOX CULVERT,8.4,A,0.3914768007798288,0,74814
DUKHIN UTHPAR BOX CULVERT,19.2,A,0.3905825604836403,0,74806
VANGGARPOL BOX CULVERT,4.2,A,0.3896846590194019,0,74809
BORO KAMALDA BOX CULVERT,3.2,A,0.3887830963871136,0,74818
TARAT BOX CULVERT,6.0,A,0.3878778725867754,0,74811
Tarial Bazar Culvert,3.0,A,0.38696898761838733,0,74815
SATU DURUAR HAT BOX CULVERT,3.0,A,0.3860564414819493,0,74813
RONA SORA CULVERT,6.7,A,0.3851402341774614,0,74821
KACHAI PATH BOX CULVERT,3.0,A,0.38422036570492357,0,74812
EGOL PUR BOX CULVERT,4.55,A,0.3832968360643359,0,74815
SITAKUNDA SLAB,3.0,A,0.3823696452556983,0,74824
PURBOMOHADAB PUR SLAB CULVERT(L),4.6,A,0.38143879327901076,0,74815
MADICAL MORE CULVERT,3.0,A,0.38050428013427334,0,74808
DOKHIN MOHADEB PUR BOX CULVERT,5.583333333333333,A,0.37956610582148603,0,74816
HATILOTA BOX CULVERT,4.5,A,0.3786242703406488,0,74819
BAROCONDO BRIDGE,12.375,C,0.37767877369176167,0,74812
BARO-CUNDHOW BOX CULVERT,10.2,A,0.3767296158748247,0,74812
PHPMORE BON CULVERT,5.233333333333333,A,0.3757767968898377,0,74805
OHIDPUR BOX CULVERT,4.1,A,0.37482031673680094,0,74810
BARSH BARIA BRIDGE,21.6,B,0.3738601754157142,0,74807
SOUTH BALSH KHALI BOX CULVERT,4.1,A,0.37289637292657757,0,74810
SOTTANA MONDIR CULVERT,8.2,A,0.37192890926939104,0,74807
GULAM JUTE MILE BOX CULVERT,9.65,A,0.3709577844441546,0,74801
BORO KUMIRA BRIDGE,27.0,C,0.3699829984508683,0,74803
ROYL CIMINT GATE CULVETRT,11.05,A,0.369004551289532,0,74805
GORA MARI BOX CULVERT,3.0,B,0.3680224429601459,0,74809
BARAOWLLA BOX CULVERT,14.415,A,0.36703667346270985,0,74804
HATIBORI BOX CULVERT,6.0,A,0.36604724279722395,0,74806
Modonhat Bridge,24.32,D,0.3650541509636881,0,74810
KODOM RASUL BOX CULVERT,3.0,A,0.36405739796210235,0,74799
SALAKHARPAD BRIDGE,26.3,C,0.3630569837924667,0,74805
HASNA BAD BOX CULVERT,21.5,A,0.36205290845478116,0,74806
DHAMAKHALI BRIDGE,35.1,B,0.3610451719490457,0,74809
VATIARI CULVERT,5.0,A,0.36003377427526034,0,74803
T. B HOSPITAL GATE BOX CULVERT,10.5,A,0.3590187154334251,0,74811
PAKKA MATA BOX CULVERT,3.0,A,0.35799999542353994,0,74799
GLAXO BOX CULVERT,8.3,A,0.35697761424560487,0,74806
CORNAIL HAT BOX CULVERT,3.0,A,0.35595157189961996,0,74812
BOALIA BOX CULVERT,4.65,C,0.3549218683855851,0,74823
BAKULIA BRIDGE,14.7,B,0.29264997631681916,0,27679
5 No hafez bazar Bridge,39.67,C,0.2914152473919898,0,27679
Tulatuli Bridge,44.845,C,0.2901768572991106,0,27689
Hajrath Sha Amanath Satu,914.0,C,0.2889348060381814,0,27689
SHIKALBAHA BRIDGE,11.0,C,0.28768909360920236,0,27683
SHIKALBAHA,15.2,C,0.2864397200121734,0,27702
SOUTH MITTACHORI,3.9,A,0.2851866852470945,0,27691
ISLAMPUR CULVERT,2.25,A,0.28392998931396574,0,27684
SHIKALBAHA MORE,3.0,A,0.28266963221278707,0,27683
SHIKALBAHA BRIDGE,116.5,C,0.2814056139435585,0,27683
SHANTERHAT CULVERT,3.0,B,0.28013793450628005,0,27702
SHANTERHAT BOX CULVERT,3.1,B,0.2788665939009517,0,27691
KUSUMPUR BOX CULVERT,3.0,A,0.2775915921275734,0,27691
MUNSHA BOX CULVERT(L),10.8,B,0.27631292918614525,0,27686
MONSHA CULVERT,3.0,A,0.27503060507666716,0,27685
Pirol,5.3,A,0.27374461979913917,0,27692
UZIRPUR HIGH SCHOOL,3.0,A,0.2724549733535613,0,27687
PATIYA BRIDGE,50.8,C,0.2711616657399335,0,27690
PALYA BUS STATION,12.4,A,0.2698646969582558,0,27686
SRIMI BRIDGE,60.5,C,0.26856406700852825,0,27693
KOMOLMUNSHE HAT BOX CULVERT,14.0,B,0.26725977589075073,0,27691
KHORNA CULVERT,3.0,A,0.26595182360492337,0,27689
KHORNA BVS STATION,12.3,C,0.26464021015104605,0,27698
MOJAFFARABAD,7.6,A,0.2633249355291189,0,27696
MOJAFFORABAD,9.4,A,0.2620059997391418,0,27695
ROWSONAT CUL,14.0,A,0.2606834027811148,0,27692
Kanchon Nagar Bridge,11.05,B,0.2593571446550379,0,27699
GASBAREA BOX CULVERT,14.0,A,0.2580272253609111,0,27696
GASBAREA COLLEGE BOX CULVERT,9.2,A,0.25669364489873436,0,27693
Mazar Point Bridge,30.0,D,0.2553564032685078,0,27685
NOYARHAT,12.3,B,0.2540155004702313,0,27684
SANGO BRIDGE DOMAJAR,211.3,C,0.2526709365039049,0,27689
KATGOR CULVERT,9.2,A,0.25132271136952855,0,27686
MOULOVER DOKAN,20.48333333333333,A,0.24997082506710236,0,27694
Noyakhalar Muk Bridge,21.23333333333333,A,0.24861527759662624,0,27692
KARANERHAT CULVERT,5.0,A,0.24725606895810023,0,27682
KARANERHAT CULVERT,7.2,A,0.2458931991515243,0,27690
KOACHIA(MADARBHI),11.2,A,0.2445266681768985,0,27688
MITADIGI ACADEMY,2.0,A,0.24315647603422277,0,27680
MITADIGI,12.6,A,0.24178262272349715,0,27689
Raj Ghata Bridge,23.6,B,0.24040510824472164,0,27685
NOYA PARA BOX CULVERT,5.35,A,0.2390239325978962,0,27681
PODUA BAZAR BOX CULVERT,9.3,A,0.2376390957830209,0,27688
BARO AWLIA(R),8.07,A,0.23625059780009566,0,27686
AMIRABAD BOX CULVERT,35.65,A,0.2348584386491205,0,27677
AMIRABAD LOHAGOR BOX CULVERT,6.0,A,0.2334626183300955,0,27676
LOHAGORA L.S BOX CULVERT,3.0,A,0.23206313684302057,0,27678
DIGIRPARK BOX CULVERT,9.4,A,0.23065999418789573,0,27677
ZADUNAGOR FILLING BOX CULVERT,24.633333333333336,A,0.229253190364721,0,27674
ZADUNAGOR BUS STATION BOX CULVERT,18.1,A,0.22784272537349634,0,27673
Hatirpul Bridge,14.866666666666664,B,0.22642859921422182,0,27681
MUSKAMPANI PARA BOX CULVERT,2.5,A,0.22501081188689737,0,27676
AODU NAGOR (2) BOX CULVERT,1.5,A,0.22358936339152302,0,27674
Rataykul Bridge,15.3,A,0.22216425372809878,0,27682
BON PUKUL PARA BOX CULVERT,12.65,A,0.22073548289662465,0,27681
SANTI BOX CULVERT,1.4,A,0.2193030508971006,0,27675
BRICK FIELD BOX CULVERT,6.9,A,0.21786695772952663,0,27669
AZIZNAGOR FOREST BOX CULVERT,4.6,A,0.21642720339390278,0,27668
AZIZNAGOR BOX CULVERT,2.5,A,0.21498378789022904,0,27675
AZIZ NAGOR 1,6.6,A,0.21353671121850537,0,27672
HARBHANG CHOR,13.64,A,0.21208597337873183,0,27673
GHOIL MARA BOX CULVERT,9.3,A,0.21063157437090838,0,27666
HARBANG,3.0,A,0.209173514195035,0,27665
HARBANG,3.0,A,0.20771179285111174,0,27660
Harbang Chora Bridge,56.2,C,0.20624641033913857,0,27670
ALIPUR BOX CULVERT,8.200000000000001,A,0.2047773666591155,0,27668
HAR BAG BOX CULVERT,3.75,A,0.20330466181104254,0,27665
ATKOTA,15.8,A,0.20182829579491968,0,27659
AKOTA BAZAR BOX CULVERT,21.566666666666663,A,0.2003482686107469,0,27659
BODOITOLI BOX CULVERT,14.0,A,0.19886458025852424,0,27667
BANIYAR CHORA,14.0,A,0.19737723073825167,0,27661
NOL BELA-1 BOX CULVERT,20.8,A,0.19588622004992917,0,27666
NOLBELA BOX CULVERT,14.2,B,0.1943915481935568,0,27666
DIDDA BAZAR BOX CULVERT,15.7,A,0.19289321516913452,0,27664
Mathamuhuri Bridge,294.15,D,0.19139122097666234,0,27668
BANDI BAZAR BOX CULVERT,9.3,B,0.18988556561614026,0,27660
KUMARIKOOL BOX CULVERT,19.2,A,0.18837624908756828,0,27659
HASIRUGIGI,12.6,A,0.18686327139094638,0,27668
CHOHAJANYA (1),12.8,A,0.18534663252627462,0,27661
CHOHAJANIYA (2),9.3,A,0.1838263324935529,0,27658
Polia Fari Bridge,36.285,C,0.18230237129278132,0,27665
DULAHAJARA CULVERT,3.5,A,0.18077474892395984,0,27662
Dulahajar Bridge,54.03,C,0.17924346538708844,0,27672
BOYRAGIR KHIL,32.75,C,0.17770852068216714,0,27671
KHUTAKHALI,1.45,B,0.17616991480919594,0,27671
khutakhali bazar,45.3,B,0.17462764776817485,0,27671
FULCHARI (NEWPARA),6.1,A,0.17308171955910384,0,27666
FULCHARI CULVERT,11.65,A,0.17153213018198293,0,27664
NAPITE KHALI CULVERT,2.95,A,0.16997887963681213,0,27673
EAST NAPITL KHAL BOX CULVERT,2.5,A,0.16842196792359143,0,27669
NAEK KHALI BOX CULVERT,12.4,A,0.1668613950423208,0,27665
KHODIA BARI PRIMARY BOX CULVERT,9.5,A,0.16529716099300032,0,27658
ISLAMABAD KHODIABARI BOX CULVERT,5.9,A,0.1637292657756299,0,27668
Eidgaon Bazar Bridge,45.3,A,0.16215770939020957,0,27664
SHAT GOREA PARA BOX CULVERT,10.6,A,0.16058249183673937,0,27658
RASHIDNAGAR,2.75,A,0.15900361311521924,0,27666
DOLERCHARA CULVERT,9.95,A,0.15742107322564924,0,27664
ROSHIDNAGAR (2),14.05,A,0.1558348721680293,0,27659
JOARIANALA CULVERT,7.2,A,0.15424500994235948,0,27665
JOARIANALA,24.866666666666664,A,0.15265148654863978,0,27664
JOARIANALA CULVERT,14.0,B,0.15105430198687014,0,27672
MITA CHARI BOX CULVERT,9.2,A,0.14945345625705062,0,27668
RAMU HOSPITAL GATE,30.05,A,0.1478489493591812,0,27665
MARULA (WEST),4.233333333333333,A,0.14624078129326185,0,27665
RAMU BY PASS MORE,11.7,A,0.14462895205929263,0,27673
ROMA TECHIPUL,7.8,A,0.1430134616572735,0,27671
CHAKMARKOOL,10.9,A,0.14139431008720446,0,27669
KHURUTIA BOX CULVERT,4.4,A,0.1397714973490855,0,27676
KHURULIA SCHOOL BOX CULVERT,14.133333333333336,A,0.13814502344291668,0,27674
Sarkarpara Bridge,11.95,A,0.13651488836869793,0,27674
MUKTAR KUL,9.2,A,0.1348810921264293,0,27671
Bakkhali Bridge,39.775000000000006,C,0.13324363471611075,0,27671
BESIC AREA,7.9,C,0.1316025161377423,0,27678
KAMBIR GONA,5.900000000000001,C,0.12995773639132394,0,27676
KANAR PARA,9.166666666666666,A,0.1283092954768557,0,27672
SOUTH MITHACHARI,4.1,B,0.12665719339433754,0,27680
SOUTH MITHACHARI,5.266666666666667,A,0.1250014301437695,0,27680
CHALATOLI,3.625,A,0.12334200572515154,0,27676
PANCHORI,15.15,A,0.12167892013848368,0,27672
PANAR CHORH -3 SLAB CULVERT,2.3428571428571425,C,0.12001217338376592,0,27682
PANCHORI,1.842857142857143,A,0.11834176546099827,0,27678
PANAR CHORI SLAB CULVERT,1.3,A,0.1166676963701807,0,27671
TULA BAGAN.,2.52,A,0.11498996611131324,0,27668
TULA BAGAN,2.5,A,0.11330857468439587,0,27677
Modomconiara,16.4,C,0.1116235220894286,0,27677
KHONIA POLONG,8.2,A,0.10993480832641143,0,27677
DOA PATONG,24.1,C,0.10824243339534437,0,27676
JASOYA PALONG,25.3,C,0.10654639729622739,0,27684
MORICHIA,20.6,D,0.10484670002906052,0,27684
MORICHIA PALONG,2.4,B,0.10314334159384375,0,27677
MORICHIA PALONG,31.8,C,0.10143632199057707,0,27676
SHAPUR,11.8,A,0.09972564121926049,0,27686
RATNAPALANG,18.025,A,0.098011299279894,0,27683
HIZOLIA BRIDGE,31.05,C,0.09629329617247763,0,27703
JADIMURA BRIDGE,8.666666666666666,C,0.09457163189701134,0,27689
JADIMORA (1),7.333333333333333,A,0.09284630645349516,0,27687
UKLIA-SHAHABMARKAT,11.55,C,0.09111731984192907,0,27685
P. F PARA SLAB,6.65,A,0.08938467206231308,0,27686
KUTU - PALONG MOSZID SLAB,5.066666666666666,B,0.08764836311464719,0,27693
KATU PALLANG SLAB,2.0,A,0.0859083929989314,0,27692
BALAKHALI TV CENTER,4.300000000000001,A,0.08416476171516571,0,27686
BALUKHALI KASTOM,14.933333333333335,A,0.08241746926335011,0,27684
BALUKHALI,12.4,B,0.08066651564348461,0,27693
GOGU GONA,1.2,A,0.0789119008555692,0,27690
THANGKHALI BOX CULVERT,18.133333333333336,C,0.07715362489960391,0,27689
CHANG KHALI BRIDGE,12.44,C,0.0753916877755887,0,27687
DAIM PARA CULVERT,2.97,C,0.0736260894835236,0,27696
PALONG KHALI BAZAR (1),12.3,C,0.07185683002340859,0,27693
PALONG KHALI RCC GIDER BRIDGE,30.65,C,0.07008390939524368,0,27692
Karontoli Bridge,11.04,C,0.06830732759902888,0,27688
KATA KHALI RCC GIDER BRIDGE,8.375,D,0.06652708463476416,0,27697
ULIBANIA BOX CULVERT,3.1,C,0.06474318050244955,0,27689
BALU KHALI -2 BOX CULVERT,2.54,C,0.06295561520208504,0,27687
Wheke Kang Bridge,19.85,D,0.06116438873367062,0,27686
AMTULI BOX CULVERT,5.05,A,0.059369501097206304,0,27696
LAMBABIL MIDDLE PARA,1.84,A,0.05757095229269208,0,27694
LAMBA BIL BOX,9.900000000000002,C,0.05576874232012796,0,27690
KUTUB DIA PARA (1) CULVERT,3.075,A,0.053962871179513934,0,27687
KANGOR PARA MOZGID,4.08,A,0.05215333887085001,0,27696
KHANCHOR PARA (2),2.775,A,0.050340145394136185,0,27694
NAYAPARA,5.1,A,0.04852329074937246,0,27690
NINA BAZAR BOX CULVERT,16.05,A,0.046702774936558826,0,27687
NOYA BAZAR CULVERT,6.3,C,0.04487859795569529,0,27697
KHARANG KHAIL,16.45,C,0.04305075980678186,0,27692
MOULOVI BAZAR BOX CULVERT (1),2.8666666666666667,C,0.04121926048981852,0,27688
Nila-Hoab Rabg Bridge,32.1,C,0.039384100004805286,0,27688
NILLA BOX CULVERT (1),3.65,A,0.037545278351742144,0,27698
NILA - DORGA- PARA-(1) BOX,2.5,A,0.035702795530629106,0,27697
Chowdhory Para Bridge,24.2,C,0.03385665154146616,0,27691
Rongi-Khali Bridge,12.5,C,0.032006846384253315,0,27687
Ala Khali Kuna Para Bridge,29.9,C,0.03015338005899057,0,27697
LADA BAZAR BOX CULVERT,1.2,C,0.028296252565677922,0,27696
LADAPARA RCC GIDER BRIDGE,23.266666666666666,C,0.026435463904315372,0,27696
NAYA PARA BOX CULVERT,2.72,A,0.024571014074902923,0,27692
NOYA PARA (BRAC SCHOOL),17.383333333333336,A,0.022702903077440568,0,27700
Jadimura bridge,15.4,A,0.020831130911928314,0,27696
DONDO MIA BOX CULVERT,13.966666666666669,A,0.018955697578366158,0,27695
DONDO MIA CHAK POST BRIDGE,32.25,B,0.0170766030767541,0,27691
DOMDO MIA,13.250000000000002,B,0.015193847407092141,0,27701
Karumtoli Bridge,12.7,C,0.01330743056938028,0,27698
KAKUM TOLI CHACK BOX CULVERT,12.071428571428571,B,0.011417352563618515,0,27697
Baroy toli (1) Bridge,11.575,C,0.00952361338980685,0,27688
NAITOM PARA RCC GIDER BRIDGE,15.1,B,0.007626213047945284,0,27697
Naitong Para (3) Bridge,9.0,A,0.005725151538033816,0,27695
Eskahal Bridge,37.3,C,0.0038204288600724454,0,27695
BUS STAND TEKNAF BOX CULVERT,12.966666666666669,A,0.0019120450140611737,0,27691
PORISPUR BOX CULVERT,3.0,A,0.30719762756310365,0,70497
Brorechon,1.5,A,0.3067646944412028,0,70495
DEAB POR SLAB CULVERT,2.5,B,0.3063354224873518,0,70499
RAMPUR,3.75,C,0.30590981170155074,0,70507
BARUARA BRIDGE.,17.8,A,0.3054878620837996,0,70508
KONSENOGOR BOX CUL,3.0,A,0.3050668277580609,0,70504
CONSUNAGAR SLAB,0.9,A,0.3046457934323222,0,70506
HATAMARA BOX CULVERT.,3.1,A,0.3042247591065835,0,70504
KAKORTOLA CULVERT,6.0,B,0.3038064706568822,0,70509
BUGRABUS BOX CULVERT,5.7,A,0.3033890974991934,0,70493
BHIRALLA BOX CULVERT,3.0,A,0.3029717243415046,0,70499
BARRA BOX CULVERT,6.2,C,0.3025543511838158,0,70494
BARRA (3)BOX CULVERT,4.25,A,0.3021342321500896,0,70490
BARHA BOX CULVERT,2.9,B,0.3017131978243509,0,70499
SAIRCHOR BOX CULVERT,9.6,A,0.3012894176225748,0,70485
Bingla Bari Bridge,33.4,A,0.30086197625274874,0,70482
Companigong RCC Girder Bridge,113.8,A,0.30043361959091025,0,70503
Nagorpar Box Culvert,9.4,A,0.30000526292907176,0,70488
KATAKHALI BOX CULVERT,9.3,A,0.2995769062672332,0,70490
BAKON NAGAR BOX CULVERT,6.1,B,0.2991458037293573,0,70493
GAFUR NAGOR RCC GIDER BRIDGE,31.75,C,0.2987137858994689,0,70493
BAHARNAGOR BOX CULVERT,23.53333333333333,A,0.2982817680695805,0,70501
Yousufpur Bridge.,24.5,C,0.2978524961157295,0,70498
YOUSUFPUR (2) BOX CULVERT,7.7,B,0.2974213935778536,0,70489
SAMOLSHAL CHOR BOX CULVERT,9.5,C,0.2969893757479652,0,70486
NAYAPARA BOX CULVERT,9.3,C,0.2965573579180768,0,70488
BORAIPARA BOX CULVERT,6.25,C,0.296122594212151,0,70476
SONG CHAIL RCC GIDER BRIDGE,22.4,C,0.295749155071061,0,70470
HAJIBARI BOX CULVERT,10.3,A,0.29539631000025174,0,70468
MUDUPPUR BOX CULVERT,7.35,C,0.2950430072834362,0,70464
MURPUR BOX,9.35,A,0.29468695869058326,0,70461
MOKIMPUR RCC GRIDER BRIDGE,17.2,B,0.29432724892968043,0,70458
KALAMONLA BRIDGE,52.4,B,0.29396387800072765,0,70464
KALAMURIA BOX CULVERT,12.3,B,0.29359684590372503,0,70470
CHOW MONI BOX CULVERT,12.2,A,0.29322615263867247,0,70460
Kuchi chuani er Bridge,27.8,A,0.29285454408160744,0,70464
GOLA SHAR BOX CULVERT,6.0,A,0.2924829355245424,0,70472
KHARERA BRIDGE,14.5,A,0.2921113269674774,0,70460
DAROGABARI BOX CULVERT,12.0,C,0.29217631270036315,0,70451
MONKASAR BOX CULVERT,12.6,B,0.29238957573926994,0,70457
MONKASHA RCC GRIDER BRIDGE,16.06,B,0.2926037540701892,0,70465
SOYDABAD BOX CULVERT,14.75,A,0.2928289159052581,0,70460
TNLLAK BOX CULVERT,19.0,B,0.293057738908377,0,70456
Bizna Bridge,49.75,B,0.29328381603545844,0,70462
CHATURA CULVERT,36.8,B,0.2935089778705274,0,70468
TANTO CULVERT,6.65,B,0.293735512643615,0,70462
DARKHAR BRIDGE,166.3,B,0.29396387800072765,0,70466
Ujaneswar Bridge,34.2,B,0.29419270100384654,0,70456
AWARON CULVERT,8.5,B,0.29442152400696536,0,70460
MODINAGOR RCC GIDER BRIDGE,27.3,B,0.2946530928861217,0,70458
SULTANPUR BOX CULVERT,5.55,A,0.2948842041192717,0,70454
Sultanpur Uttar Bridge,21.25,C,0.2951134847683968,0,70449
Radhika Bridge,50.25,C,0.29534230777151566,0,70452
OUSURA BOX CULVERT,5.6,A,0.29557113077463454,0,70446
UZURA CULVERT,5.6,A,0.29579995377775337,0,70446
RAMRAIL BOX CULVERT,30.2,B,0.29602877678087225,0,70458
VADHUGLAR BOX CULVERT,3.0,B,0.29626309153606595,0,70447
Kath toli old Bridge,90.6,C,0.2964964909992472,0,70460
NORTH PORTALA BRIDGE,30.8,B,0.2967344669224908,0,70454
