name,length,condition,betweenness,total_delay_time,vehicle_count
SONAGATI BOX CULVERT,8.1,B,0.45115383999322684,184580.2329489891,104623
KALIR BAZAR BOX CULVERT,2.8,A,0.45055249314103046,98124.12967339932,104599
CHAUDDAGARAM BOX CULVERT,4.3,B,0.44994748512078425,165985.86399582724,104622
HAYDAR POLE BOX CULVERT,14.3,B,0.4493388159324881,469154.06934579246,104670
FALGUNCORA CULVERT,6.1,A,0.44872648557614203,105042.90953916576,104607
ATTOCK GRAM BOX CULVERT,6.1,A,0.448110494051746,115295.84220286249,104612
BOSONTA PUR BOX CULVERT,6.1,C,0.4474908413593002,283580.5137548866,104657
BASHONTA PUR (2),9.5,B,0.44686752749880443,170431.91588024792,104628
NANKORA BOX CULVERT,3.1,B,0.44624055247025873,177190.55417615944,104627
ANDAJER BAZER BOX CULVERT,9.5,A,0.44560991627366314,99111.80321311316,104595
DIMATOLI (1) BOX CULVERT,6.3,B,0.4449756189090177,174992.06821464957,104605
DIMATOLY (2) BOX CULVERT,3.5,B,0.44433766037632233,144939.148279475,104613
JAGARNATHPUR BOX CULVERT,6.1,B,0.44369604067557705,158554.02504081157,104615
JAGOT PUR BOX CULVERT,4.75,B,0.4430507598067819,168633.8475855457,104601
FOKIR BAZAR SLAB CULVERT,4.5,B,0.4424018177699368,193633.09517624043,104602
KAKKARA CULVERT,5.3,B,0.4417492145650418,177875.87305256806,104632
Chanara Box Culvert,6.1,A,0.44109295019209693,112457.30170976697,104612
CHANGARPULL(II) BOX CULVERT,6.3,B,0.4404330246511021,179857.53324640307,104601
PODOYA BOX CULVERT,6.175,A,0.4397694379420575,104943.09755203914,104596
UTTOR KAIEATI CULVERT,8.85,A,0.43910219006496287,110536.69831402914,104583
DUTHOSHA BOX CULVERT,6.1,B,0.4384312810198184,171823.85946802737,104605
MOHAMMAD ALI MAZAR,4.0,B,0.437756710806624,165009.82379748876,104609
FATAPUR BOX CULVERT,10.8,A,0.4370784794253797,320137.68173518294,104658
DEBIPUR SLAB CULVERT,1.6,A,0.4363965868760855,105098.4771413425,104591
CHARIPUR CULVERT.,3.4,A,0.4357110331587414,111159.8626127459,104613
RAMPUR BOX CULVERT,1.5,A,0.4110338452103913,72983.22293257773,70024
Rampur Bridge(L),15.636666666666663,B,0.4102238117793506,286191.732273047,70061
Lemua Bridge(L),98.87,C,0.4094101171802599,870438.9841707359,70210
FAZAILPUR BOXCULVERT,1.5,A,0.40859276141311934,64255.21901594826,70008
Muhuri Bridge(L),193.22,B,0.4077717444779289,510809.41098705004,70110
DHOOM GHAT PC GIRDER,113.35,B,0.4069470663746885,509628.0873314887,70123
BOROYAR PARA SLUB CULVERT,3.0,A,0.40611872710339825,72699.43077017214,69995
BAROYARHAT BOX CULVERT,3.0,A,0.4052867266640581,72719.67042991726,70005
UTTOR SONAPAR BOX CULVERT,2.6,A,0.404451065056668,71859.12966205955,70004
DHARBAR TILA CULVERT,3.15,A,0.40361174228122804,69903.59203893052,69998
MAMAFOUN ASTANA CULVERT,1.5,A,0.4027687583377382,63123.49493306771,69994
MASTANNAGOR BONCUL(1),4.333333333333333,A,0.4019221132261984,68369.04939411719,69998
MUSTAN NAGAR -4,3.0,A,0.4010718069466087,71390.49429546724,70005
RAIPUR (2) BOX CULVERT,8.45,A,0.40021783949896916,65746.63498074848,69998
MUCHIPOOL CULVERT,9.5,B,0.39936021088327966,121052.51675603121,70000
MIRSARAI BOX CUL,4.5,A,0.3984989210995403,74266.30219976227,70002
MIRAISORI BRIDGE,23.2,B,0.39763397014775104,305106.2203060026,70062
Mirsorai(2) box culvert,6.0,A,0.39676535802791185,69843.21051713207,70019
IANAINIPOL BOX CULVERT.,9.7,A,0.39589308474002277,68435.50420806195,70013
BOKIMTOLA BOX CULVERT,4.0,A,0.39501715028408374,73540.04772798931,70005
VARTAKA BOX CULVERT,12.9,A,0.39413755466009487,156001.7508969645,70016
VARTAGIA BOX CULVERT,5.55,A,0.3932542978680561,72383.45853069855,70003
NIAZAMPUR BOX CULVERT,3.0,A,0.3923673799079674,77555.79202780288,69988
MIRJAPUR BOX CULVERT,8.4,A,0.3914768007798288,75525.99442452232,69993
DUKHIN UTHPAR BOX CULVERT,19.2,A,0.3905825604836403,153601.45312511528,70011
VANGGARPOL BOX CULVERT,4.2,A,0.3896846590194019,69350.57686044947,69996
BORO KAMALDA BOX CULVERT,3.2,A,0.3887830963871136,69302.57677518923,69999
TARAT BOX CULVERT,6.0,A,0.3878778725867754,81679.81414922274,70003
Tarial Bazar Culvert,3.0,A,0.38696898761838733,69248.50259613903,69992
SATU DURUAR HAT BOX CULVERT,3.0,A,0.3860564414819493,61070.10537673757,69979
RONA SORA CULVERT,6.7,A,0.3851402341774614,73825.54249093191,69993
KACHAI PATH BOX CULVERT,3.0,A,0.38422036570492357,67801.1083657705,69991
EGOL PUR BOX CULVERT,4.55,A,0.3832968360643359,73861.43018812734,69991
SITAKUNDA SLAB,3.0,A,0.3823696452556983,76425.82823883285,69998
PURBOMOHADAB PUR SLAB CULVERT(L),4.6,A,0.38143879327901076,67041.23694569938,69982
MADICAL MORE CULVERT,3.0,A,0.38050428013427334,73074.54600330186,69975
DOKHIN MOHADEB PUR BOX CULVERT,5.583333333333333,A,0.37956610582148603,68491.35775270486,69984
HATILOTA BOX CULVERT,4.5,A,0.3786242703406488,76282.05579203952,69974
BAROCONDO BRIDGE,12.375,C,0.37767877369176167,552137.3053589873,70084
BARO-CUNDHOW BOX CULVERT,10.2,A,0.3767296158748247,167730.30787175286,69973
PHPMORE BON CULVERT,5.233333333333333,A,0.3757767968898377,66547.54633641226,69952
OHIDPUR BOX CULVERT,4.1,A,0.37482031673680094,78840.58894158783,69948
BARSH BARIA BRIDGE,21.6,B,0.3738601754157142,229691.8605067255,69999
SOUTH BALSH KHALI BOX CULVERT,4.1,A,0.37289637292657757,66770.75884771398,69938
SOTTANA MONDIR CULVERT,8.2,A,0.37192890926939104,73447.45602392637,69944
GULAM JUTE MILE BOX CULVERT,9.65,A,0.3709577844441546,77835.82558446194,69950
BORO KUMIRA BRIDGE,27.0,C,0.3699829984508683,452044.19153674855,70034
ROYL CIMINT GATE CULVETRT,11.05,A,0.369004551289532,190301.78825287812,69969
GORA MARI BOX CULVERT,3.0,B,0.3680224429601459,108650.60176418262,69958
BARAOWLLA BOX CULVERT,14.415,A,0.36703667346270985,127333.23965192877,69966
HATIBORI BOX CULVERT,6.0,A,0.36604724279722395,66955.9456946086,69966
Modonhat Bridge,24.32,D,0.3650541509636881,1200555.2967323726,70205
KODOM RASUL BOX CULVERT,3.0,A,0.36405739796210235,67804.11780029205,69959
SALAKHARPAD BRIDGE,26.3,C,0.3630569837924667,527809.3078567102,70076
HASNA BAD BOX CULVERT,21.5,A,0.36205290845478116,199498.82566907303,69999
DHAMAKHALI BRIDGE,35.1,B,0.3610451719490457,341171.0768322358,70022
VATIARI CULVERT,5.0,A,0.36003377427526034,77084.11799951123,69971
T. B HOSPITAL GATE BOX CULVERT,10.5,A,0.3590187154334251,176056.7423673876,69982
PAKKA MATA BOX CULVERT,3.0,A,0.35799999542353994,70464.25843915125,69967
GLAXO BOX CULVERT,8.3,A,0.35697761424560487,72675.60592991613,69968
CORNAIL HAT BOX CULVERT,3.0,A,0.35595157189961996,75953.62094376227,69972
BOALIA BOX CULVERT,4.65,C,0.3549218683855851,204334.48128177214,69985
BAKULIA BRIDGE,14.7,B,0.29264997631681916,122283.73899415208,25157
5 No hafez bazar Bridge,39.67,C,0.2914152473919898,171389.04923504312,25177
Tulatuli Bridge,44.845,C,0.2901768572991106,179508.7059761252,25181
Hajrath Sha Amanath Satu,914.0,C,0.2889348060381814,630154.1166478498,25291
SHIKALBAHA BRIDGE,11.0,C,0.28768909360920236,202486.01272191975,25197
SHIKALBAHA,15.2,C,0.2864397200121734,169521.76485028185,25196
SOUTH MITTACHORI,3.9,A,0.2851866852470945,27408.723543190794,25167
ISLAMPUR CULVERT,2.25,A,0.28392998931396574,26776.15005082564,25173
SHIKALBAHA MORE,3.0,A,0.28266963221278707,28235.239196360617,25172
SHIKALBAHA BRIDGE,116.5,C,0.2814056139435585,287329.1155570548,25236
SHANTERHAT CULVERT,3.0,B,0.28013793450628005,42127.4513606421,25166
SHANTERHAT BOX CULVERT,3.1,B,0.2788665939009517,38304.84869537178,25170
KUSUMPUR BOX CULVERT,3.0,A,0.2775915921275734,28111.960168101872,25167
MUNSHA BOX CULVERT(L),10.8,B,0.27631292918614525,96390.09231333349,25189
MONSHA CULVERT,3.0,A,0.27503060507666716,24622.11451272944,25168
Pirol,5.3,A,0.27374461979913917,24348.446107051084,25170
UZIRPUR HIGH SCHOOL,3.0,A,0.2724549733535613,26269.337950986,25183
PATIYA BRIDGE,50.8,C,0.2711616657399335,336514.2321712982,25259
PALYA BUS STATION,12.4,A,0.2698646969582558,59973.5249193513,25206
SRIMI BRIDGE,60.5,C,0.26856406700852825,305402.2712714868,25256
KOMOLMUNSHE HAT BOX CULVERT,14.0,B,0.26725977589075073,108536.33291809827,25236
KHORNA CULVERT,3.0,A,0.26595182360492337,24973.481118908356,25207
KHORNA BVS STATION,12.3,C,0.26464021015104605,171978.13581956734,25228
MOJAFFARABAD,7.6,A,0.2633249355291189,23758.268543507314,25206
MOJAFFORABAD,9.4,A,0.2620059997391418,24844.149069551793,25210
ROWSONAT CUL,14.0,A,0.2606834027811148,74480.93504035048,25225
Kanchon Nagar Bridge,11.05,B,0.2593571446550379,112573.81335808735,25229
GASBAREA BOX CULVERT,14.0,A,0.2580272253609111,53589.37135916288,25205
GASBAREA COLLEGE BOX CULVERT,9.2,A,0.25669364489873436,23682.340648089237,25200
Mazar Point Bridge,30.0,D,0.2553564032685078,380612.39228188194,25285
NOYARHAT,12.3,B,0.2540155004702313,105551.0827942892,25214
SANGO BRIDGE DOMAJAR,211.3,C,0.2526709365039049,617402.1001600786,25343
KATGOR CULVERT,9.2,A,0.25132271136952855,24478.402163278937,25192
MOULOVER DOKAN,20.48333333333333,A,0.24997082506710236,72375.81923576957,25198
Noyakhalar Muk Bridge,21.23333333333333,A,0.24861527759662624,65906.14904300684,25204
KARANERHAT CULVERT,5.0,A,0.24725606895810023,27441.94408581961,25198
KARANERHAT CULVERT,7.2,A,0.2458931991515243,25418.353289290993,25202
KOACHIA(MADARBHI),11.2,A,0.2445266681768985,64342.249031210544,25206
MITADIGI ACADEMY,2.0,A,0.24315647603422277,26236.754810918403,25194
MITADIGI,12.6,A,0.24178262272349715,65758.46699062595,25200
Raj Ghata Bridge,23.6,B,0.24040510824472164,99641.23977892571,25204
NOYA PARA BOX CULVERT,5.35,A,0.2390239325978962,22899.657194985277,25184
PODUA BAZAR BOX CULVERT,9.3,A,0.2376390957830209,25048.514939400895,25186
BARO AWLIA(R),8.07,A,0.23625059780009566,23946.354941942955,25180
AMIRABAD BOX CULVERT,35.65,A,0.2348584386491205,56221.79624284612,25188
AMIRABAD LOHAGOR BOX CULVERT,6.0,A,0.2334626183300955,25182.843007599084,25179
LOHAGORA L.S BOX CULVERT,3.0,A,0.23206313684302057,25236.093093206997,25174
DIGIRPARK BOX CULVERT,9.4,A,0.23065999418789573,26644.78670977339,25182
ZADUNAGOR FILLING BOX CULVERT,24.633333333333336,A,0.229253190364721,77797.91872775344,25200
ZADUNAGOR BUS STATION BOX CULVERT,18.1,A,0.22784272537349634,69106.96023218437,25195
Hatirpul Bridge,14.866666666666664,B,0.22642859921422182,108881.30167504858,25200
MUSKAMPANI PARA BOX CULVERT,2.5,A,0.22501081188689737,26372.741886984415,25178
AODU NAGOR (2) BOX CULVERT,1.5,A,0.22358936339152302,25159.171911619826,25177
Rataykul Bridge,15.3,A,0.22216425372809878,71921.14130905713,25191
BON PUKUL PARA BOX CULVERT,12.65,A,0.22073548289662465,75949.57815079413,25187
SANTI BOX CULVERT,1.4,A,0.2193030508971006,25590.839144786758,25180
BRICK FIELD BOX CULVERT,6.9,A,0.21786695772952663,30778.181347584923,25185
AZIZNAGOR FOREST BOX CULVERT,4.6,A,0.21642720339390278,24634.410361431575,25176
AZIZNAGOR BOX CULVERT,2.5,A,0.21498378789022904,25760.225283177453,25181
AZIZ NAGOR 1,6.6,A,0.21353671121850537,24382.55357524409,25178
HARBHANG CHOR,13.64,A,0.21208597337873183,68598.11445128047,25199
GHOIL MARA BOX CULVERT,9.3,A,0.21063157437090838,25826.697558957647,25194
HARBANG,3.0,A,0.209173514195035,27197.333412928656,25195
HARBANG,3.0,A,0.20771179285111174,26280.257455860632,25193
Harbang Chora Bridge,56.2,C,0.20624641033913857,305895.6179889452,25240
ALIPUR BOX CULVERT,8.200000000000001,A,0.2047773666591155,28745.282376245308,25175
HAR BAG BOX CULVERT,3.75,A,0.20330466181104254,24666.97310989936,25164
ATKOTA,15.8,A,0.20182829579491968,66805.57743511611,25182
AKOTA BAZAR BOX CULVERT,21.566666666666663,A,0.2003482686107469,56395.589319741914,25168
BODOITOLI BOX CULVERT,14.0,A,0.19886458025852424,57226.6867905236,25165
BANIYAR CHORA,14.0,A,0.19737723073825167,83016.83689482033,25187
NOL BELA-1 BOX CULVERT,20.8,A,0.19588622004992917,61482.14123751468,25173
NOLBELA BOX CULVERT,14.2,B,0.1943915481935568,102243.57041251808,25165
DIDDA BAZAR BOX CULVERT,15.7,A,0.19289321516913452,63863.88598559155,25165
Mathamuhuri Bridge,294.15,D,0.19139122097666234,1521129.3414829485,25522
BANDI BAZAR BOX CULVERT,9.3,B,0.18988556561614026,42773.946432424505,25178
KUMARIKOOL BOX CULVERT,19.2,A,0.18837624908756828,57399.146003159876,25177
HASIRUGIGI,12.6,A,0.18686327139094638,55611.808723481525,25187
CHOHAJANYA (1),12.8,A,0.18534663252627462,58753.65797921828,25182
CHOHAJANIYA (2),9.3,A,0.1838263324935529,25368.119132783624,25178
Polia Fari Bridge,36.285,C,0.18230237129278132,147597.51830779965,25203
DULAHAJARA CULVERT,3.5,A,0.18077474892395984,25488.518013987283,25175
Dulahajar Bridge,54.03,C,0.17924346538708844,290945.14358714956,25231
BOYRAGIR KHIL,32.75,C,0.17770852068216714,145938.80500605574,25191
KHUTAKHALI,1.45,B,0.17616991480919594,36447.874620050956,25169
khutakhali bazar,45.3,B,0.17462764776817485,106829.1038440732,25201
FULCHARI (NEWPARA),6.1,A,0.17308171955910384,26752.741101552332,25170
FULCHARI CULVERT,11.65,A,0.17153213018198293,62597.24837093413,25162
NAPITE KHALI CULVERT,2.95,A,0.16997887963681213,26456.02215168054,25163
EAST NAPITL KHAL BOX CULVERT,2.5,A,0.16842196792359143,27262.506514836223,25159
NAEK KHALI BOX CULVERT,12.4,A,0.1668613950423208,62815.485399818936,25165
KHODIA BARI PRIMARY BOX CULVERT,9.5,A,0.16529716099300032,26929.26122336425,25166
ISLAMABAD KHODIABARI BOX CULVERT,5.9,A,0.1637292657756299,23278.978644283678,25170
Eidgaon Bazar Bridge,45.3,A,0.16215770939020957,58790.824522852155,25168
SHAT GOREA PARA BOX CULVERT,10.6,A,0.16058249183673937,74840.46157789684,25168
RASHIDNAGAR,2.75,A,0.15900361311521924,26155.289188529623,25164
DOLERCHARA CULVERT,9.95,A,0.15742107322564924,24949.50052521993,25158
ROSHIDNAGAR (2),14.05,A,0.1558348721680293,63922.628814169206,25166
JOARIANALA CULVERT,7.2,A,0.15424500994235948,27003.847035894854,25153
JOARIANALA,24.866666666666664,A,0.15265148654863978,60487.06402648779,25166
JOARIANALA CULVERT,14.0,B,0.15105430198687014,106310.43040073111,25175
MITA CHARI BOX CULVERT,9.2,A,0.14945345625705062,26640.901455907067,25150
RAMU HOSPITAL GATE,30.05,A,0.1478489493591812,53111.24131329629,25159
MARULA (WEST),4.233333333333333,A,0.14624078129326185,25025.22086890169,25153
RAMU BY PASS MORE,11.7,A,0.14462895205929263,64829.53523616282,25168
ROMA TECHIPUL,7.8,A,0.1430134616572735,24296.92752617534,25164
CHAKMARKOOL,10.9,A,0.14139431008720446,47616.9015214349,25172
KHURUTIA BOX CULVERT,4.4,A,0.1397714973490855,27217.87377934563,25163
KHURULIA SCHOOL BOX CULVERT,14.133333333333336,A,0.13814502344291668,61309.52084613398,25157
Sarkarpara Bridge,11.95,A,0.13651488836869793,65344.25507449825,25180
MUKTAR KUL,9.2,A,0.1348810921264293,25849.57875134484,25155
Bakkhali Bridge,39.775000000000006,C,0.13324363471611075,184862.2737003496,25184
BESIC AREA,7.9,C,0.1316025161377423,64211.70861867135,25155
KAMBIR GONA,5.900000000000001,C,0.12995773639132394,81240.24551016367,25158
KANAR PARA,9.166666666666666,A,0.1283092954768557,23581.668138683533,25143
SOUTH MITHACHARI,4.1,B,0.12665719339433754,42021.10254783157,25146
SOUTH MITHACHARI,5.266666666666667,A,0.1250014301437695,24021.50485306238,25144
CHALATOLI,3.625,A,0.12334200572515154,26245.21739590339,25143
PANCHORI,15.15,A,0.12167892013848368,65831.66701463416,25156
PANAR CHORH -3 SLAB CULVERT,2.3428571428571425,C,0.12001217338376592,66202.72400331564,25160
PANCHORI,1.842857142857143,A,0.11834176546099827,26897.02109831413,25153
PANAR CHORI SLAB CULVERT,1.3,A,0.1166676963701807,24305.530139204388,25156
TULA BAGAN.,2.52,A,0.11498996611131324,24869.398809956667,25150
TULA BAGAN,2.5,A,0.11330857468439587,29240.00755786066,25155
Modomconiara,16.4,C,0.1116235220894286,150096.3473857733,25207
KHONIA POLONG,8.2,A,0.10993480832641143,25196.835720551324,25149
DOA PATONG,24.1,C,0.10824243339534437,213083.90876018393,25212
JASOYA PALONG,25.3,C,0.10654639729622739,166510.11392920773,25192
MORICHIA,20.6,D,0.10484670002906052,464947.4118771597,25243
MORICHIA PALONG,2.4,B,0.10314334159384375,42729.63323260847,25159
MORICHIA PALONG,31.8,C,0.10143632199057707,162731.91018819818,25176
SHAPUR,11.8,A,0.09972564121926049,55942.60689606079,25157
RATNAPALANG,18.025,A,0.098011299279894,65246.82351606965,25149
HIZOLIA BRIDGE,31.05,C,0.09629329617247763,176698.8408034343,25171
JADIMURA BRIDGE,8.666666666666666,C,0.09457163189701134,62760.30257740122,25166
JADIMORA (1),7.333333333333333,A,0.09284630645349516,24880.06298799946,25151
UKLIA-SHAHABMARKAT,11.55,C,0.09111731984192907,152476.51461344236,25188
P. F PARA SLAB,6.65,A,0.08938467206231308,24718.408167007616,25153
KUTU - PALONG MOSZID SLAB,5.066666666666666,B,0.08764836311464719,46325.108140454744,25162
KATU PALLANG SLAB,2.0,A,0.0859083929989314,25990.564928520733,25159
BALAKHALI TV CENTER,4.300000000000001,A,0.08416476171516571,23989.079478103136,25170
BALUKHALI KASTOM,14.933333333333335,A,0.08241746926335011,57137.46136430248,25184
BALUKHALI,12.4,B,0.08066651564348461,89361.12296486934,25179
GOGU GONA,1.2,A,0.0789119008555692,26074.552570348005,25163
THANGKHALI BOX CULVERT,18.133333333333336,C,0.07715362489960391,191764.2093508148,25190
CHANG KHALI BRIDGE,12.44,C,0.0753916877755887,155852.99428741343,25188
DAIM PARA CULVERT,2.97,C,0.0736260894835236,72501.98109332955,25158
PALONG KHALI BAZAR (1),12.3,C,0.07185683002340859,186809.00968655312,25197
PALONG KHALI RCC GIDER BRIDGE,30.65,C,0.07008390939524368,141622.14758318802,25181
Karontoli Bridge,11.04,C,0.06830732759902888,136598.61619437317,25196
KATA KHALI RCC GIDER BRIDGE,8.375,D,0.06652708463476416,165672.44349806246,25187
ULIBANIA BOX CULVERT,3.1,C,0.06474318050244955,73825.46955926403,25164
BALU KHALI -2 BOX CULVERT,2.54,C,0.06295561520208504,69500.63961059671,25151
Wheke Kang Bridge,19.85,D,0.06116438873367062,416008.69074465864,25246
AMTULI BOX CULVERT,5.05,A,0.059369501097206304,23663.613115479173,25153
LAMBABIL MIDDLE PARA,1.84,A,0.05757095229269208,27764.777672442324,25154
LAMBA BIL BOX,9.900000000000002,C,0.05576874232012796,73259.1123827191,25159
KUTUB DIA PARA (1) CULVERT,3.075,A,0.053962871179513934,26436.055766976355,25149
KANGOR PARA MOZGID,4.08,A,0.05215333887085001,30835.949695594103,25146
KHANCHOR PARA (2),2.775,A,0.050340145394136185,23863.385501491266,25144
NAYAPARA,5.1,A,0.04852329074937246,23995.533573251436,25152
NINA BAZAR BOX CULVERT,16.05,A,0.046702774936558826,60276.50432190896,25162
NOYA BAZAR CULVERT,6.3,C,0.04487859795569529,68462.0725032655,25164
KHARANG KHAIL,16.45,C,0.04305075980678186,204653.48252910722,25185
MOULOVI BAZAR BOX CULVERT (1),2.8666666666666667,C,0.04121926048981852,75417.06416344091,25166
Nila-Hoab Rabg Bridge,32.1,C,0.039384100004805286,169749.04003320346,25209
NILLA BOX CULVERT (1),3.65,A,0.037545278351742144,23433.745848930088,25173
NILA - DORGA- PARA-(1) BOX,2.5,A,0.035702795530629106,25647.374289414238,25172
Chowdhory Para Bridge,24.2,C,0.03385665154146616,211186.2627990773,25210
Rongi-Khali Bridge,12.5,C,0.032006846384253315,170351.50193197542,25198
Ala Khali Kuna Para Bridge,29.9,C,0.03015338005899057,155677.81625420466,25196
LADA BAZAR BOX CULVERT,1.2,C,0.028296252565677922,67652.69788533304,25162
LADAPARA RCC GIDER BRIDGE,23.266666666666666,C,0.026435463904315372,201605.00251593537,25208
NAYA PARA BOX CULVERT,2.72,A,0.024571014074902923,22533.69555925222,25154
NOYA PARA (BRAC SCHOOL),17.383333333333336,A,0.022702903077440568,57612.292291377424,25174
Jadimura bridge,15.4,A,0.020831130911928314,62270.02727696926,25163
DONDO MIA BOX CULVERT,13.966666666666669,A,0.018955697578366158,74653.12077009006,25162
DONDO MIA CHAK POST BRIDGE,32.25,B,0.0170766030767541,80924.02557038327,25171
DOMDO MIA,13.250000000000002,B,0.015193847407092141,103187.90528767543,25167
Karumtoli Bridge,12.7,C,0.01330743056938028,218440.3568320918,25182
KAKUM TOLI CHACK BOX CULVERT,12.071428571428571,B,0.011417352563618515,90659.2955086831,25155
Baroy toli (1) Bridge,11.575,C,0.00952361338980685,211536.5172690401,25181
NAITOM PARA RCC GIDER BRIDGE,15.1,B,0.007626213047945284,111013.15844550962,25163
Naitong Para (3) Bridge,9.0,A,0.005725151538033816,27286.25675976276,25145
Eskahal Bridge,37.3,C,0.0038204288600724454,194120.7475083882,25192
BUS STAND TEKNAF BOX CULVERT,12.966666666666669,A,0.0019120450140611737,56346.966265787414,25150
PORISPUR BOX CULVERT,3.0,A,0.30719762756310365,69332.77990563014,66429
